Film Title,Character,Gender,Race/Ethnicity,Culture,Role,Marginalized,POC,Dialogue
The Princess and the Frog,Charlotte,Female,Caucasian,New Orleans,Protagonist,False,False,"I do! I do! He’s so cute! Tiana's father James: Mmm, gumbo smells good, Tiana."
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,"I think it’s done, Daddy."
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,Mm-hmm.
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,Yes!
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,Wait!  Done.  What?
The Princess and the Frog,Eudora,Female,Middle Eastern,New Orleans,Supporting,False,True,I coulda have told you that.
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,"Hey everybody, I made gumbo. Uuuh, that’s smells good I got some hush puppies, Tiana. Here I come!"
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,Our food!
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,"Daddy, look."
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,"Charlotte’s faity tale book said, if you make a wish on evening star it’s sure to come true."
The Princess and the Frog,Eudora,Female,Middle Eastern,New Orleans,Supporting,False,True,"Hmmh, won’t you wish on that star, sweetheart?"
The Princess and the Frog,Eudora,Female,Middle Eastern,New Orleans,Supporting,False,True,"See you in the morning, baby cakes."
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,"Please, please, please. Well Miss Tiana, rough night for tips but every little penny counts. Don’t you worry, Daddy … We’ll be there soon. Goodnight Cal’s, good morning Duke’s. In the South Land there’s a city Way down on the river Where the women are very pretty And all the men deliver They got music it’s always playin’ Start in the day time go all through the night when you hear that music playin’ Hear what I’m saying and make it feel alright Grab somebody, come on down Bring your paintbrush, we’re painting the town Oh there’s some sweetness going around Catch it down in New Orleans We got magic, good and mase Make it happen, make it real, say If anything you want is lose what you have Down here in New Orleans Hey partner, don’t be shy Come on down here and give us a try You wanna do some livin’ before you die Do it down in New Orleans Stalee homes and mansions Of the sugar darns and cotton candy Rich people, old people, all got dreams … Dreams do come true in New Orleans. Order up! Another coffee here, sug’ . Comin’ right up, Virgil. Hey, Tiana! Morning, Georgia! Hi, how are you doin’ Tiana? Hey y’all! We all goin’ out dancin’ tonight. Care to join us? Yeah, c’mon, Tiana, you could use a little hand. It’s Mardi Gras. No, I got two left feet. Besides I’m gonna… You need a napkin, sweetheart? I’m gonna work a double shift tonight… Here you are, cakes. - You know, so I… - You can save for your restaurant. I know, I know. Girl! All you ever do is work!"
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,Maybe next time! I told y’all she wouldn’t come.
The Princess and the Frog,Lawrence,Male,Caucasian,New Orleans,Antagonist,False,False,"Sire, I've been looking for you everywhere!"
The Princess and the Frog,Lawrence,Male,Caucasian,New Orleans,Antagonist,False,False,We're going to be late for the masqu...
The Princess and the Frog,Charlotte,Female,Caucasian,New Orleans,Protagonist,False,False,"Travis, when a woman says ""later"", she really means ""not ever""! Now, run along. There are plenty of young fillies dyin' for you to waltz them into a stupor.  GIMME THEM NAPKINS, QUICK!"
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,What on Earth for?
The Princess and the Frog,Charlotte,Female,Caucasian,New Orleans,Protagonist,False,False,"I swear I am sweatin' like a sinner in church! Oh, Tia, is gettin’ to be so late. - There’s still a few stragglers. This is a failure. Tia, my prince is never comin’. - Now, Lottie… - I never get anything I wish for! Lottie, wait! - Just calm down and take a deep… - Maybe I just got to wish harder. Please, please, please please, please … Lottie, you can’t just wish on a star expecting … Ladies and gentlemen! His Royal Highness, Prince Naveen. Good Evening, Tiana. Marvelous party . Evening, Mr. Fenner. And. .. Mr. Fenner. - I’m smelling meanies. - Gonna be the House specialty, once I signed those papers you’re brought. -Yes … -About that… - You were outbid. - What? The fella came in offering a full amount of cash. Less you can tap his offer by Wednesday. You can kiss that place goodbye. You know how long it took me to save that money? Exactly! Which is why a little woman of your background … woulda had a hands full, trying to run a big business like that. You better off, will y’all, yeah! - No, wait a minute! - No more meanies, no! No. .. hold on a minute! You..you come back! Tia, time to get prince charmed with those man-catchin’ being… What happened? I. .. I …just. Oh, you poor dear."
The Princess and the Frog,Charlotte,Female,Caucasian,New Orleans,Protagonist,False,False,"Oh, Prince Naveen, We will be right back, sugar. I got just a dress for you. Oh, Tia, honey, did you see the way he danced with me? A marriage proposal, can be far behind. Thank you, Evening star! You know, I was taught to think that wishing on stars was just for… Babies an’ crazy people. Look at you! Aren’t you just as pretty as a magnolia in May? Seems like only yesterday we were … Both little girls, dreaming our fairy tales dreams. And tonight they’re finally coming true! Well…back into the fray! Wish me luck. Oh, Naveen"
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,Almost… Almost there People would come here from everywhere I was almost…there...
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,I can not believe I’m doing this. Please… Please… Please!
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,"Very funny. So, what now? I reckon you want a kiss?"
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,"Stay back, or I’ll… I’ll…"
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,"Prince? But I didn’t wish for any… Hold on, if you’re the prince, then… then who was that waltzing with Lottie on the dance floor?"
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,The Frog Prince?
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,Excuse me?
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,"Look, I’m sorry. I’d really like to help you, but I just… Do not kiss frogs."
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,I didn’t expect you to answer!
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,Just… One kiss?
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,"Ok Tiana, you can do this… Just a little kiss, just a little kiss. Ok! You don’t look there much different. But how did you get way up there? And how did I get way down here, in all this…  AAAAAAHHHHHHHHH!!!!!!"
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,What did you do to me? I…I’m green and I’m…and I’m slimy!
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,What?
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,You...You....
The Princess and the Frog,Big Daddy,Male,Caucasian,New Orleans,Antagonist,False,False,Hey Stella! Get them frogs!
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,"I can’t run, I’m a frog!"
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,Where are we going?
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,I can’t see a thing.
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,"Wait, Stella…"
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,"Stella, it’s me, Tiana!"
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,Stella just talked to me! The dog just spoke to me!
The Princess and the Frog,Lawrence,Male,Caucasian,New Orleans,Antagonist,False,False,"Oh, dear.  Oh! You're so quiet. Dr. Facilier: You let him go?!"
The Princess and the Frog,Lawrence,Male,Caucasian,New Orleans,Antagonist,False,False,"The poor devil's gasping, so I'd loosened the lid, ever so slightly...  How did I ever get tangled up this voodoo madness? I can't get through with this!  You wear this-this ghastly thing! Dr. Facilier:  CAREFUL WITH THAT!!! ANYTHING HAPPENS TO THIS, I'M GONNA BE...!  Fun fact about voodoo, Larry...  ...can't conjure a thing for myself. Besides, you and I both know the real power in this world ain't magic. It's money! Buckets of it."
The Princess and the Frog,Lawrence,Male,Caucasian,New Orleans,Antagonist,False,False,That's true. Dr. Facilier: Aren't you tired of living on the margins? While all those fat cats in their fancy cars don't give you so much as a sideways glance?
The Princess and the Frog,Lawrence,Male,Caucasian,New Orleans,Antagonist,False,False,"Yes... I am. Dr. Facilier: All you gotta do is marry Big Daddy's little princess...  And we'll be splittin' that juicy Le Buoff fortune right down the middle... 60-40, like I said."
The Princess and the Frog,Lawrence,Male,Caucasian,New Orleans,Antagonist,False,False,Hmm... yeah. But uh... what about Naveen? Dr. Facilier: Your little SLIP-UP... will be a minor bump in the road. So long as we got the prince's blood in this.
The Princess and the Frog,Lawrence,Male,Caucasian,New Orleans,Antagonist,False,False,Yes...
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,Voodoo? You mean to tell me this all happened because you were messing with the Shadow Man?
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,It serves me right for wishing on stars. The only way to get what you want in this world is through hard work.
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,"Huh? Oh, I’m not a princess. I’m a waitress."
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,I…I never said I was a princess.
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,"It was a costume party, you spoiled little rich boy."
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,What?
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,You said … you were fabulously wealthy!
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,"You’re broke, and you had the gall to call me a liar?"
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,You a prince?
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,"She’ll help you!  All right then. once you two are married, you are gonna keep your promise and get me my restaurant, right?"
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,Those aren’t logs...
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,Find your own tree. There he is. I’ve seen him! I’ve seen him!
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,Take your slimes away from me.
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,"Rise and shine, Sleeping Beauty. Gators are gone. We got to get back to New Orleans and undo this mess you got us into."
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,Could use a little help!
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,How about a little less piggin’ and a … I know that tune! Dippermouth Blues.
The Princess and the Frog,Louis,Male,African American,New Orleans,Supporting,False,True,Where you’ve been all my life?!
The Princess and the Frog,Louis,Male,African American,New Orleans,Supporting,False,True,"Well, the Bajou’s is the best jazz school in the world. All the greats play the riverboats. Oh, Louis give anything to be up there jammin’ with the big boys."
The Princess and the Frog,Louis,Male,African American,New Orleans,Supporting,False,True,"Oh, I tried once.  It didn’t end well."
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,"It is been a real pleasure meetin’ you, Louis. And thank you for coming and for not eatin’ us. We best be on our way."
The Princess and the Frog,Louis,Male,African American,New Orleans,Supporting,False,True,Where are you goin’?
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,To find somebody to break the spell.
The Princess and the Frog,Louis,Male,African American,New Orleans,Supporting,False,True,What spell?
The Princess and the Frog,Louis,Male,African American,New Orleans,Supporting,False,True,What?  You are serious?
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,Now just a second. This goon here got himself turned into a frog by a voodoo man and now …
The Princess and the Frog,Louis,Male,African American,New Orleans,Supporting,False,True,Voodoo? Like the kind Mama Odie do.
The Princess and the Frog,Louis,Male,African American,New Orleans,Supporting,False,True,Mama Odie. She is the voodoo queen of the Bajou. She got magic and spells of kind a voodoo .
The Princess and the Frog,Louis,Male,African American,New Orleans,Supporting,False,True,"To the deepest, darkest part of a Bayou?? Facing raser sharks, prick ambushers, and trappers, and hunters with guns? No."
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,"Cute, but it’s not gonna…"
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,You are getting married!
The Princess and the Frog,Charlotte,Female,Caucasian,New Orleans,Protagonist,False,False,"Oh, Prince Naveen, dear. I am positively mortified you had to endure that frog fiasco last night."
The Princess and the Frog,Lawrence,Male,Caucasian,New Orleans,Antagonist,False,False,"Well, when you’re next in line for the throne, you’re poised like a panther, ready to expect the unexpected."
The Princess and the Frog,Charlotte,Female,Caucasian,New Orleans,Protagonist,False,False,Y-your ear?
The Princess and the Frog,Lawrence,Male,Caucasian,New Orleans,Antagonist,False,False,"What? Oh, there’s pesky mosquitoes… everywhere. Get in here! Please, Miss Charlotte, I can no longer ignore the throbbing of my… Heart. Even though our time together’s been brief, it’s been heavenly."
The Princess and the Frog,Charlotte,Female,Caucasian,New Orleans,Protagonist,False,False,"Land sakes Prince Naveen, You got me blushin’ ‘til I…"
The Princess and the Frog,Lawrence,Male,Caucasian,New Orleans,Antagonist,False,False,Would you do me the honor of becoming Princess of Maldonia?
The Princess and the Frog,Charlotte,Female,Caucasian,New Orleans,Protagonist,False,False,Are you serious?
The Princess and the Frog,Lawrence,Male,Caucasian,New Orleans,Antagonist,False,False,As the plague.
The Princess and the Frog,Charlotte,Female,Caucasian,New Orleans,Protagonist,False,False,"Yes! Oh, I most definitely will marry you! Oh, there’s so much to plan! The guest list! The dress! The music! The flowers! The shoes! We’re gonna have ourselves a Mardi Gras weddin’!"
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,"Jambalaya, gumbo …It’s gonna have it all!"
The Princess and the Frog,Louis,Male,African American,New Orleans,Supporting,False,True,"I always wanted to try red beans and rice, - Muffulettas, po’ boys…"
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,What are you doing?
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,"What? Oh, no! No, no, no! There is no way I’m kissing a frog and eating a bug on the same day. Ah! No no no."
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,Hold stil!
The Princess and the Frog,Louis,Male,African American,New Orleans,Supporting,False,True,"Y’all found anything to eat yet, ah? Oh, my! Hang on. Old Louis gotta comin’. No, no, no, no … How’s that?"
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,This could be a little better.
The Princess and the Frog,Louis,Male,African American,New Orleans,Supporting,False,True,You know what this needs? A shaft stick! Be right back!
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,This is all your fault!
The Princess and the Frog,Ray,Male,African American,New Orleans,Supporting,False,True,"‘Bout time I introduce myself. My name Raymond, but everybody call me Ray.."
The Princess and the Frog,Ray,Male,African American,New Orleans,Supporting,False,True,"Oh, I'm Cajun, bruh. Born branded the Bayou. You must be a new around here, ah?"
The Princess and the Frog,Ray,Male,African American,New Orleans,Supporting,False,True,Go to bed. Y’all from Shreveport?
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,The prince charming here got himself turned into a frog by a voodoo witch doctor.
The Princess and the Frog,Ray,Male,African American,New Orleans,Supporting,False,True,"Well, there you go."
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,"And we are on a way to Mama Odie’s, we think maybe she could…"
The Princess and the Frog,Ray,Male,African American,New Orleans,Supporting,False,True,"Mama Odie? Ya'll headin’ the wrong direction, chere. Now what kinda chucklehead told y’all to go thisa way?"
The Princess and the Frog,Louis,Male,African American,New Orleans,Supporting,False,True,I found the stick!
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,Louis … Ray here says you’ve been taking us in the wrong direction.
The Princess and the Frog,Louis,Male,African American,New Orleans,Supporting,False,True,"I was …listen, I was confused by the topography and… The geography and choreography."
The Princess and the Frog,Ray,Male,African American,New Orleans,Supporting,False,True,First rule the Bayou. Never take the rescue from a gator. Me and my relations those will help you yard the way.
The Princess and the Frog,Ray,Male,African American,New Orleans,Supporting,False,True,"Hey, Cousin Randy, You are ready for the Bayou Zydeco."
The Princess and the Frog,Ray,Male,African American,New Orleans,Supporting,False,True,"Alright, Lulu! Let’s get to it, darling! Come on, chere! Just follow the bouncing butt!. We’re gonna take ya down, We’re gonna take ya down We’re gonna take ya all the way down. We’re gonna take ya down, We’re gonna take ya down We’re gonna take ya all the way. Goin’ down the bayou! Goin’ down the bayou! Goin’ down the bayou! Taking ya all the way! We got the whole family! There goes Mimi! Cousin Boudreau! Grandma Ma, you’re light on! We all gon’ pool together Down here that’s how we do! Me for them, and them for me, We all be there for you! We’re gonna take ya, We’re gonna take ya We’re gonna take ya all the way down We know where yer going and we’re going with you Taking you all the way Goin’ down the bayou! Goin’ down the bayou! Goin’ down the bayou! Take ya all…. Yeah, you know! Come on y’all! Keep that life flowin’, and them lights a’glowin! Yeah, you’re right! Dr. Facilier: Friends, I know I’m in hack to you all pretty deep already, but it seems or little froggy prince lost his way. And I need your generous assistance getting him back. Hahaha, I hear you. Now, what’s in it for you? Well… As soon as I dispose of Big Daddy La Bouff, then I’m gonna run this town. I’ll have the entire city of New Orleans in the palm of my hand. And you’ll have all the wayward souls your dark little hearts desire. You all love that, don’t you? So, we got ourselves a deal? Hahaha! Now we’re cooking! We’re gonna find ourselves a frog. Search everywhere: The bayou, the quarter… bring him to me alive. I need his heart pumping… For now. Allez, tout de suite!"
The Princess and the Frog,Ray,Male,African American,New Orleans,Supporting,False,True,Ray will take you the rest of way!
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,Nice meetin’ you all!
The Princess and the Frog,Louis,Male,African American,New Orleans,Supporting,False,True,"Bye, Bye pooky!"
The Princess and the Frog,Ray,Male,African American,New Orleans,Supporting,False,True,"Adieu, bye, bye amis. And don’t forget to tell Angela that Ray said Bonjour!"
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,That’s your girl?
The Princess and the Frog,Ray,Male,African American,New Orleans,Supporting,False,True,"Oh, no, no, no … My girl…That's Evangeline."
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,Evangeline?
The Princess and the Frog,Ray,Male,African American,New Orleans,Supporting,False,True,"She is the most prettiest butterfly ever did glow. You know, I talk to Evangeline almost every night. She is kind of shy, not say much. But I know in my heart someday we gonna be together."
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,"Oh, that’s so sweet."
The Princess and the Frog,Louis,Male,African American,New Orleans,Supporting,False,True,"Prick ambushers got me … Get down, get down! Darkness … it’s closin’ in. I’m so cold."
The Princess and the Frog,Ray,Male,African American,New Orleans,Supporting,False,True,"Will you hold still, big baby?  I touched you yet. Oh, take a look at that two jumpers. I can taste the frog legs already… With a sauce picante, right Pa? Will you keep quiet! Oh, my thought is exactly the same. It’s time to catch up some frogs."
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,Have you now?
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,"Thank you. 'Cause I figured out what your problem is, too."
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,"No. You're a no-account, philanderin', lazy bump on the log!"
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,What did you say?
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,"Listen here, Mister. This ""stick-in-the-mud"" has had to work two jobs her whole life while you've been suckin' on a silver spoon, chasing chambermaids 'round your ivory tower!"
The Princess and the Frog,Louis,Male,African American,New Orleans,Supporting,False,True,Hunters with guns! Look at his big frog legs. I will mixed them…
The Princess and the Frog,Ray,Male,African American,New Orleans,Supporting,False,True,"Oh, no, no, no. A bug gotta do what a bug gotta do! I think I got chipped my favorite tooth."
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,"And we talk, too."
The Princess and the Frog,Louis,Male,African American,New Orleans,Supporting,False,True,"You alright there, little bud?"
The Princess and the Frog,Ray,Male,African American,New Orleans,Supporting,False,True,"Oh, I’m fine… but your breath done killed me to death!"
The Princess and the Frog,Louis,Male,African American,New Orleans,Supporting,False,True,Would you mind?
The Princess and the Frog,Ray,Male,African American,New Orleans,Supporting,False,True,"I got you cover, brah."
The Princess and the Frog,Louis,Male,African American,New Orleans,Supporting,False,True,"Ah, much obliged, PeeWee. Now how about … The other side."
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,Not a stick in the mud?
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,Say it.
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,"I can’t hear you, I’m sorry. What?"
The Princess and the Frog,Louis,Male,African American,New Orleans,Supporting,False,True,Easy! Easy!
The Princess and the Frog,Ray,Male,African American,New Orleans,Supporting,False,True,"This one's in there, ain't it? Hold on. Chere, I know we got to get to Mama Odie lickity split but … This particular extractification is going to take a while, yeah."
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,"Oh, poor Louis."
The Princess and the Frog,Louis,Male,African American,New Orleans,Supporting,False,True,You know what would make me feel better? Crawfish snuged in Remoulade Sauce. Mercy!
The Princess and the Frog,Ray,Male,African American,New Orleans,Supporting,False,True,Just a little more.
The Princess and the Frog,Louis,Male,African American,New Orleans,Supporting,False,True,"Some banana foster sprinkled with pralines.. Oh, Mama!"
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,How about swamp gumbo?
The Princess and the Frog,Louis,Male,African American,New Orleans,Supporting,False,True,That’ll do.
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,"No, no, no, no, Your Royal Highness. You are gonna to mince this mushrooms."
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,"Hop, to it!"
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,Are you mincing?
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,"Step aside, Mister. Watch … And learn."
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,There you go.
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,Really?
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,"Aw, poor baby."
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,"Well hey … You’ve got to make some descent mushrooms mincer, ok?"
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,Keep practicing and I just might hire you.
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,No.
The Princess and the Frog,Ray,Male,African American,New Orleans,Supporting,False,True,You said hello and he said what. And you said: Get a ugly face in…
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,Anyone for seconds?
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,Why thank you!.
The Princess and the Frog,Ray,Male,African American,New Orleans,Supporting,False,True,There she is. The sweetest firefly of all creation.
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,Evangeline?
The Princess and the Frog,Louis,Male,African American,New Orleans,Supporting,False,True,"I want to meet this girl, where she is?"
The Princess and the Frog,Ray,Male,African American,New Orleans,Supporting,False,True,"How can you miss her, she glows right up there, in front of you. Look how she lights up the sky Ma belle Evangeline"
The Princess and the Frog,Louis,Male,African American,New Orleans,Supporting,False,True,"Oh, that ain’t no firefly, that’s a… So far above me yet I Know her heart belongs to only me - J t’adore. - I adore you. - Je t’aime. - I love you. -Evangeline"
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,"No, no. I don’t dance. Love always finds a way, it’s true"
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,I’ve never danced. And I love you Evangeline
The Princess and the Frog,Ray,Male,African American,New Orleans,Supporting,False,True,"Oooh, yeah! Love is beautiful Love is wonderful Love is everything, do you agree? Mais oui! Look how she lights up the sky I love you, Evangeline"
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,"Ah, Lottie’s goodness for a heck of a dance partner. We best we pushin’ on."
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,Naveen!
The Princess and the Frog,Ray,Male,African American,New Orleans,Supporting,False,True,"No, no, no."
The Princess and the Frog,Mama Odie,Female,African American,New Orleans,Supporting,False,True,"Not bad for a 197 year old blind lady. Now, which one of you naughty children been messing with the Shadow Man?"
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,We so glad we found you Mama Odie. Ray and Louis here been tellin’ us all about you. We’ve been travelling quite a long way. And you can’t imagine what we’ve been through. And we… And we heard that you …
The Princess and the Frog,Mama Odie,Female,African American,New Orleans,Supporting,False,True,"Juju! Come on, over here, you bad boy. Give a little sugar now. Y'all just loves your mama, don’t you? Good to see you again, Ray. How's your Grandma?"
