Film Title,Character,Dialogue
Mulan,Fa Li ,Hai. [Mulan arrives on Khan jumping over the recent accident in the street and jumps off with hay stuck in her hair]
Mulan,Mulan,I'm here.   What?  But Mama I had to--
Mulan,Fa Li,None of your 'xcuses.  Now let's get you cleaned up. [They walk together into the preparation area]
Mulan,Bath Lady,"[all the while Bath Lady undresses Mulan and pushes her into the Bath] This is what you give me to work with? Well, honey, I've seen worse. We're gonna turn this sow's ear Into a silk purse. [Bath Lady moves the silk partition aside showing Mulan in the bath]"
Mulan,Mulan ,It's freezing.
Mulan,Fa Li ,It would have been warm if you were here on time.
Mulan,Mulan ,"Ahh, notes, in case I forget something?"
Mulan,Grandma Fa ,"Here, hold this .  We'll need more luck than I thought."
Mulan,Fa Li and others,[Mulan following her Mother passes a xiangqi game and pauses to make an impressive move.  Mulan has a smug look on her face when Fa Li comes back and drags Mulan away] A girl can bring her family Great honor in one way By striking a good match And this could be the day
Mulan,Mulan ,huh.
Mulan,Chorus,"[Mulan follows Fa Li and sees boy stealing a doll from a girl.  Mulan grabs the doll from the boy and returns it to its owner] We all must serve our Emperor Who guards us from the Huns A man by bearing arms A girl by bearing sons Make-up Lady/Fa Li: When we're through you can't fail Like a lotus blossom soft and pale How could any fellow say ""No sale"" You'll bring honor to us all [Make-Up Lady holds a mirror so Mulan can see her reflection.  Not looking pleased, Mulan takes her single, short bang and brings it down in front of her forehead and smiles]"
Mulan,Fa Li ,"There, you're ready."
Mulan,Grandma Fa ,Not yet! An apple for serenity [putting an apple in Mulan's mouth]...A pendant for balance [places a yin-yang pendant under her sash] Beads of jade for beauty You must proudly show it Now add a cricket just for luck [putting the cage with Cri-Kee under Mulan's sash in the back.  Cri-Kee doesn't look pleased] And even you can't blow it
Mulan,Maidens and Mulan,[Mulan taking the parasol from Fal Li and running to fall in line with the other 4 maidens] Scarier than the undertaker We are meeting our matchmaker
Mulan,Maiden #1,Please bring honor to us
Mulan,Maiden #2,Please bring honor to us
Mulan,Maiden #3,Please bring honor to us
Mulan,Maiden #4,Please bring honor to us
Mulan,Mulan and Maidens,Please bring honor to us all! [All Girls and Mulan arrive before the Matchmaker crouched down behind their parasols.  End of song]
Mulan,Matchmaker ,Fa Mulan
Mulan,Mulan ,Present.
Mulan,Matchmaker,Speaking without permission.
Mulan,Mulan,Oops.
Mulan,Grandma Fa ,Who spit in her bean curd? [Mulan walks into the Matchmaker's building with the Matchmaker following behind and closing the door]
Mulan,Matchmaker ,"Huh, Hmm, too skinny.  [Cri-Kee escapes from his cage.  Mulan struggles to catch him] Hmph, not good for bearing sons. Recite the final admonition."
Mulan,Mulan ,Mmm-Hmm.  [Takes out fan and covers her mouth as she spits out Cri-Kee] Ptu
Mulan,Matchmaker,Well...
Mulan,Mulan ,"Fulfill your duties calmly and re...f--[looking at her arm with smeared writing] spectfully.  Reflect before you snack [surprised, Mulan looks at her arm again] act.   This shall bring you honor and glory.   Huh. Matchmaker [snatches the fan and looks at it on both sides looking for notes not finding any.  Mulan smiles big when Matchmaker looks at her.  Matchmaker grabs Mulan's right arm pulling her along while smearing the writing and leaving some ink on her hand]  Hmmm, this way.  Now, pour the tea  [Pushing a teapot towards Mulan].  To please your future in-laws you must demonstrate a sense of dignity [Matchmaker smears ink around her mouth.  Mulan staring at Matchmaker pours some tea onto the table then notices her mistake and pours the tea into the cup] and refinement.  You must also be poised.  [Mulan notices Cri-kee in the tea-cup as Matchmaker takes the cup]"
Mulan,Mulan ,"Um, pardon me."
Mulan,Matchmaker,And silent!
Mulan,Mulan ,Could I just take that back...one moment. [They struggle for the teacup and it turns over on Matchmaker and Cri-kee jumps down matchmaker's dress]
Mulan,Matchmaker,"Why you clumsy--[Matchmaker feels Cri-Kee in her dress and dances around]  Wooo, woooo, wooooooo, [Matchmaker knocks over her pot of coals, and sits down on the coals.  Matchmaker jumps around screaming]  Ahhhhhhhhhhh [Mulan grabs her fan and briskly fans the charred area on Matchmaker's behind causing it to flame up.  Mulan looks surprised about her mistake] [Cut to outside Matchmakers building showing Grandma Fa with much noise coming from Matchmaker's building]"
Mulan,Grandma Fa ,"I think it's going well, don't you?"
Mulan,Matchmaker ,"Put it out! Put it out! Put it out! [Mulan takes the teapot, throws the tea on Matchmaker and puts out the fire.  She bows, hands the teapot back to Matchmaker and covers her face as she walks toward Fa Li and Grandma Fa]   You are a disgrace! You may look like a bride, but you will never bring your family honor! [Cut to Mulan walking through the gate with her home leading khan.  She looks sorrowful.  Fa Zhou sees his daughter and smiles.  Mulan sees her father's smile.  She covers her face with Khan's head and leads him to the water trough]"
Mulan,Fa Zhou,"My, my, what beautiful blossoms we have this year [looking up into the blossom tree].  But look, this one's late.  But, I'll bet that when it blooms, it will be the most beautiful of all.  [Mulan and Fa Zhou share smiles.  Drums start pounding announcing the arrival of Chi Fu and two guards on horseback]"
Mulan,Mulan,What is it? [Fa Zhou gets up and walks to the entrance of their house with Mulan following]
Mulan,Fa Li,"Mulan, stay inside. [Grandma Fa clears her throat catching Mulan's attention and motions inside. Mulan spies the railing near the wall and climbs up to watch over the roof]"
Mulan,Chi Fu,Citizens  I bring you a proclamation from the Imperial City:  the Huns have invaded China!
Mulan,Townspeople ,No!
Mulan,Chi Fu,"By order of the Emperor, one man from every family must serve in the Imperial Army.  The Xiao family [a family member steps up, bows to the guard and takes the conscription notice from the guard].  The Yi family. Yi's Son :  I will serve the Emperor in my father's place."
Mulan,Chi Fu,The Fa Family.
Mulan,Mulan,No. [Fa Zhou gives his cane to Fa Li and walks toward Chi Fu.  Fa Zhou bows before the horsemen]
Mulan,Fa Zhou ,"I am ready to serve the Emperor.  [Fa Zhou reaches for the conscription notice] Mulan [running outside to keep her father from taking the conscription notice]:  Father, you can't go."
Mulan,Fa Zhou ,Mulan!
Mulan,Mulan,"Please sir, my father has already fought bravely--"
Mulan,Chi Fu,Silence!  You would do well to teach your daughter to hold her tongue in a man's presence.
Mulan,Fa Zhou ,"Mulan, you dishonor me."
Mulan,Chi Fu ,Report tomorrow at the Wu Shu camp.
Mulan,Fa Zhou,"Yes, sir. [Fa Zhou walks back into the homestead refusing to take his cane from Fa Li]"
Mulan,Chi Fu ,"The Chu family.  The Wen family. The Chang family.  The... [Cut to Fa Zhou in his armory at night.  Fa Zhou takes out his sword and practices his stances.  Whan he balances on his right leg, his leg injury acts up and he falls.  Unbeknownst to her father, Mulan watches in horror.  She breathes heavily] [Cut to dinner.  The Fa Zhou, Grandma Fa, Fa Li, and Mulan eat in silence. Thunder can be heard and lightning can be seen through the opaque window. Mulan pours the tea for her family.  She slams her teacup down on the table and stands up]"
Mulan,Mulan,You shouldn't have to go.
Mulan,Fa Li,Mulan!
Mulan,Mulan,There are plenty of young men to fight for China.
Mulan,Fa Zhou,It is an honor to protect my country and my family.
Mulan,Mulan ,So you'll die for honor!
Mulan,Fa Zhou ,I will DIE doing what's right.
Mulan,Mulan ,But if you--
Mulan,Fa Zhou,"I know my place, it is time you learned yours. [Mulan looking like she's about to cry, turn away from Fa Zhou and runs outside into the rain storm and cries] [Cut to Mulan sitting at the base of the Great Stone Dragon in the rain. Mulan looks down to see her reflection in the puddle caused by the rain. She watches her parents in the bedroom.  Fa Li turns away from Fa Zhou and walks out of site.  Fa Zhou blows out the light.  Mulan gets up and walks to the Fa Family Temple.  Mulan's image reflects off the stone tablets as she lights incense and places it in the hanging encense holder.  She bows and prays to her ancestors. Getting up, Mulan hurries down the steps.  Cri-Kee sees her and hops down from above and follows her.  Mulan goes to her parent's bedroom and takes the conscription notice replacing it with the hair comb her mother gave to her.  She pauses to give her parents a loving, sorrowful look and hurries out.  Cut to Mulan in the armory.  She opens the cabinet with the armor. Using her father's sword, she cuts her hair short and ties it up above her head.  She finishes putting on the armor and ties it in the front.  She takes the sword and places it in the scabbard to her left.  Cut to Mulan in the stable doorway.  Khan rears back in fright at the sight of Mulan.  Mulan goes forward and comforts Khan letting him know her identity.  Mulan walks Khan out of the stable, Cri-Kee watches from the ground as she passes by.  Mulan takes one sorrowful glance back at her parents bedroom and rides Khan through the gate and off to camp.] [Cut to the face of a statue in the Fa Family Temple.  The eyes glow.  Cut to Grandma Fa.  She wakes up with a start rising in bed.  Cut to Grandma Fa walking into Fa Li and Fa Zhou's bedroom, both are in bed]"
Mulan,Grandma Fa,Mulan is gone.
Mulan,Fa Zhou ,What?  It can't be.  [Fa Zhou looks at his night stand and notices the hair comb in place of his conscription notice.  He checks the cabinet and sees his armor is gone.  He hurries outside]   Mulan! No.
Mulan,Fa Li ,You must go after her.  She could be killed!
Mulan,Fa Zhou ,"If I reveal her, she will be."
Mulan,Grandma Fa,"Ancestors, hear our prayer: Watch over Mulan. [Cut to the Fa Family Temple.  A wind blows out the incense at the base of the center stone.  The center stone begins to glow as First Ancestor comes to life]"
Mulan,First Ancestor ,"Mushu, awaken! [Mushu comes to life and falls to the ground flat on his back all being obscured by smoke]"
Mulan,Mushu ,I live!  So tell me what mortal needs my protection Great Ancestor.  You just say the word and I'm there.
Mulan,First Ancestor ,Mushu!
Mulan,Mushu,"Hey, let me say something. Anybody who is foolish enough to threaten our family, vengeance will be MINE.  Hrrrrr."
Mulan,First Ancestor ,Mushu!  These are the family guardians . They...
Mulan,Mushu ,Protect the family.
Mulan,First Ancestor ,"And you, oh demoted one."
Mulan,Mushu,I...ring the gong.
Mulan,First Ancestor,"That's right, now, wake up the ancestors."
Mulan,Mushu,"One family reunion coming right up.   Okay people, people look alive, lets go! C'mon get up.  Let's move it, rise and shine. You're way past the beauty sleep thing now trust me!"
Mulan,Ancestor 1,"I knew it, I knew it. That Mulan was a trouble maker from the start."
Mulan,Ancestor 3,"Don't look at me, she gets it from your side of the family."
Mulan,Ancestor 2,She's just trying to help her father.
Mulan,Ancestor 4 ,"But, if she is discovered, Fa Zhou will be forever shamed.  Dishonor will come to the family.  Traditional values will disintegrate."
Mulan,Ancestor 5,Not to mention they'll lose the farm.
Mulan,Ancestor 1,My children never caused such trouble.  They all became acupuncturists.
Mulan,Ancestor 3,"Well, We can't all be acupuncturists."
Mulan,Ancestor 6,"No, your great granddaughter had to be cross-dresser!"
Mulan,Ancestor 7,Let a guardian bring her back.
Mulan,Ancestor 8 ,"Yeah, awaken the most cunning."
Mulan,First Ancestor,Silence!  We must send the most powerful of all [Motioning to the Great Stone Dragon as it is seen through the window]
Mulan,Mushu ,"Ho, ho, heh, heh. Okay, okay, I get the drift, I'll go. [All Ancestors give a quick look of surprise and laugh uncontrollably]  You all don't think I can do it.  Watch this here. Ah, ha, Jump back, I'm pretty hot huh.  Don't make me have to singe nobody to prove no point."
Mulan,First Ancestor ,You had your chance to protect the Fa family.
Mulan,Ancestor 6,Your mis-guidance led Fa Deng to disaster.
Mulan,Fa Deng ,"Yeah, thanks a lot."
Mulan,Mushu,And your point is?
Mulan,First Ancestor,The point is we will be sending a real dragon to retrieve Mulan.
Mulan,Mushu,"What?  But I'm a real dragon. First Ancestor [grabbing Mushu and pulling him away from the guardian post as Mushu fights to hold on]:  You are not worthy of this spot.  Now, awaken the Great Stone Dragon."
Mulan,Mushu ,So you'll get back to me on the job thing.
Mulan,Mushu ,"Just one chance is that too much to ask?  I mean, it's not like it'll kill ya."
Mulan,Mushu ,"Yo rocky, wake up!  You gotta go fetch Mulan.  [pauses as nothing happens.  Mushu walks over to the side of the statue] C'mon boy, go get her, go on, [throws the gong stick off the screen and whistles] Come on.  [Angrily while climbing up the Great Stone Dragon] Grrr, Grrrr.  [speaking in his ear and banging the ear with the gong] Hello, helloooooo.  Hello [bangs the gong extra hard against the ear causing it to break off].  Uh oh.  [The Great Stone Dragon crumbles to the ground, head intact minus the ear].  [knocks on the dragon's head] Uh, Stoney, Stooooneeey.  Oh man, they're gonna kill me!"
Mulan,First Ancestor ,"Great Stone Dragon, have you awaken? Mushu [holding the head of the Great Stone Dragon up to that First Ancestor can only see it's head and Mushu's body]:  Uhhh, Yes, I just woke up.  And I am the Great Stone Dragon, good morning .  I will go forth and fetch Mulan.  Did, did I mention that I was the Great Stone Dragon?"
Mulan,First Ancestor,"Go, The fate of the Fa Family rests in your claws."
Mulan,Mushu,"Don't even worry about it, I will not lose face.  [Mushu falls down the hill under the weight of the Great Stone Dragon's head and lands on the dragon's pedestal with the head falling on top of him]"
Mulan,Mushu ,"Ow, my elbow.  Aw, aw, I know I twisted something. That's just great.  Now what?  I'm doomed!   And all 'cause miss man decides to take her little drag show on the road."
Mulan,Cri-Kee,"Chirp, Chirp."
Mulan,Mushu,"Go get her?   What's the matter with you?  After this great stone Humpty Dumpty mess, I'd have to bring her home with a medal to get back in the temple.  Wait a minute, that's it!  I make Mulan a war hero, then they'll be begging me to come back to work.  That's the master plan.  Oh, you've gone and done it now."
Mulan,Cri-Kee ,Chirp.  Chirp Chirp Chirp.
Mulan,Mushu ,"Hey, what makes you think you're coming?"
Mulan,Cri-Kee,"Chirp, Chirp."
Mulan,Mushu,"You're lucky?  Ho, ho, heh.  Do I look like a sucker to you?"
Mulan,Cri-Kee,Chirp. Chirp.
Mulan,Mushu,"Whach' you mean loser?  How 'bout I pop one of your antenna's off and throw it across the yard.  Then who's a loser, me or you? [Cut to Shan-Yu leading his army at a charge on horseback through a forest. He stops and motions stage right.  Hun Archer, Hun Strong Guy, Hun Long-Hair Guy dismount and walk into the forest.  They throw down two Imperial scouts before the rest of the army]"
Mulan,Hun Long-Hair Guy,Imperial scouts.
Mulan,Scout #1,Shan-Yu.
Mulan,Shan-Yu ,"Nice work, gentlemen.  You found the Hun army."
Mulan,Scout #2,The Emperor will stop you.
Mulan,Shan-Yu ,How many men does it take to deliver a message.
Mulan,Archer Guy ,One.
Mulan,Mulan,"Okay, okay, how 'bout this?  Ahem,  excuse me, where do I sign in?  Hah, I see you have a sword.  I have one too.  They're very manly and tough [Mulan bites her lip as she mishandles pulling the sword out of the scabbard and it falls to the ground.  Khan rolls on his back in laughter.  Mulan throws her shoe and hits Khan in the head with it quieting Khan].  I'm working on it.  Who am I fooling?  It's going to take a miracle to get me into the army. [Mushu appears as a giant shadow being cast on a rock with flames on either side.  Mushu's real appearance remains out of sight]"
Mulan,Mushu ,Did I hear someone ask for a miracle!?  Let me hear you say aye!
Mulan,Mulan ,Ahhhhhh.
Mulan,Mushu,That's close enough.
Mulan,Mulan ,Ghost.
Mulan,Mushu,"Get ready Mulan your serpentine salvation is at hand.  For I have been sent by your ancestors-- [notices Cri-Kee making a hand shadow of a dragon on the rock and stamps him down with his foot] to guide you through your masquerade.    C'mon, you're gonna stay you're gonna work.  Heed my word, 'cause if the army finds out that you are a girl, the penalty is death. [big flames shoot up from the rocks]"
Mulan,Mulan,Who are you?
Mulan,Mushu,"Who am I?  Who am I?  I am the guardian of lost souls. [Mulan smiles big in anticipation of seeing her guardian] I am the powerful, the pleasurable, the indestructible [coming out from the rocks to show his real size] Mushu! Oh hah, hah, pretty hot, huh? [Khan stomps on Mushu.  Mulan pushes Khan back]"
Mulan,Mulan,"Ah, my ancestors sent a little lizard to help me?"
Mulan,Mushu,"Hey, dragon, dragon,  not lizard.  I don't do that tongue thing [flips out his tongue to show Mulan what he means]."
Mulan,Mulan,You're uh...
Mulan,Mushu,Intimidating?  Awe inspiring?
Mulan,Mulan ,Tiny.
Mulan,Mushu ,"Of course.  I'm travel size for your convenience.  If I was my real size, your cow here would die of fright.    [pointing to the ground speaking to Khan] Down Bessy.  My powers are beyond your mortal imagination. For instance,  my eyes can see straight through your armor.  [Mulan cover her bust with her left arm and slaps Mushu with the right]  Ow.   All right, that's it!  Dishonor! Dishonor on your whole family.   Make a note of this Dishonor on you.  Dishonor on your cow.  Dis-"
Mulan,Mulan ,"Stop!  I'm sorry, I'm sorry .  I'm just nervous.  I've never done this before."
Mulan,Mushu,"Then you're gonna have to trust me.  And don't you slap me no more, we clear on that?  .  All right.  Okey dokey, let's get this show on the road.  Cri-Kee, get the bags [Mushu starts walking to the camp].   Let's move it heifer."
Mulan,Mushu ,"Okay this is it, time to show 'em your man walk.  Shoulders back,  chest high, feet apart, head up   ...and strut 2, 3, break it down, 2, 3 and work it, [Mulan walks into the camp drawing the attention the men who see her.  Mulan walks into a tent and sees a man picking his nose and another man picking out dirt from between his toes with chopsticks] Beautiful isn't it?"
Mulan,Mulan ,They're disgusting.
Mulan,Mushu,"No, they're men.  And you're going to have to act just like them, so pay attention."
Mulan,Tattoo Soldier ,"Look, this tattoo will protect me from harm. [Yao thinks for a moment, then punches Tattoo Soldier in the stomach causing Ling to laugh.  Mulan watches in utter amazement.  Yao kisses his hand]"
Mulan,Ling ,I hope you can get your money back.
Mulan,Mulan,I don't think I can do this.
Mulan,Mushu,It's all attitude.  Be tough like this guy here .
Mulan,Yao ,What are you looking at?
Mulan,Mushu,"Punch him, it's how men say 'hello.' [Mulan looks at her fist, then punches Yao from behind on the shoulder.  The force causes Yao to run into Chien-Po]"
Mulan,Chien-Po,"Oh Yao, you made a friend."
Mulan,Mushu,"Good, Now slap him on the behind, they like that."
Mulan,Yao,Wu hoo hooooo.    I'm going to hit you so hard it'll make your ancestors dizzy.
Mulan,Chien-Po ,"Yao, relax and chant with me. Yaaaaaaa Moouuuu Ahhhhhh Doooou Fuuuu Daaaaa."
Mulan,Yao,Ya Mi Ah To Fu Da.
Mulan,Chien-Po,Feel better?
Mulan,Yao ,"Yeah.   [to Mulan while walking away] Aaaaa, you ain't worth my time chicken boy."
Mulan,Mushu ,Chicken boy!?  Say that to my face ya limp noodle! [Yao grabs Mulan by the collar cocking back his arm to punch.  Mulan ducks as Yao hits Ling standing behind her]
Mulan,Yao,"Oh, sorry Ling.  Hey! [Yao grabs Mulan's foot as she starts to crawl away.  Ling kicks Yao on the butt causing him to land on Chien-Po's stomach. Ling Jump attacks Mulan, but she ducks and he lands on Yao on top of Chien-Po]"
Mulan,Ling,"You're dead.   Oh, there he goes. [Mulan runs into a tent and stops.  Yao, Ling, and Chien-Po  run through the tent.  Yao stops short as he is about to run into a soldier in a line for food.  He looks behind him with concerned eyes as Ling stops in time.  Chien-Po bumps into Ling causing the entire line of soldiers to fall forward and knock over the pot of congee and the cook behind it.  The men look to the back of the line and spy Mulan who has emerged from the tent.  They angrily start walking towards her.  Mulan has a look of horror on her face as if trouble is about to brew]"
Mulan,Mulan,Hey guys.
Mulan,General Li ,"The Huns have struck here, here and here.  I will take the main troops up to the Tung Shao Pass and stop Shan-Yu before he destroys this village."
Mulan,Chi Fu,"Excellent strategy, Sir.  I do love surprises, Ha ha, ha, ha."
Mulan,General Li,"You will stay here and train the new recruits.  When Chi Fu believes you're ready, you will join us...Captain. [General Li hands a sword to Shang]"
Mulan,Shang,Captain?
Mulan,Chi Fu,"Oh, this is an enormous responsibility, General.  Uh, perhaps a soldier with more experience--"
Mulan,General Li,"Number one in his class, extensive knowledge of training techniques,  an impressive military lineage.  I believe Li Shang will do an excellent job."
Mulan,Shang ,"Oh, I will.  I wont let you down.  This is, I mean, I... yes sir."
Mulan,General Li ,Very good then.  We'll toast China's victory at the Imperial City.   I'll expect a full report in three weeks.
Mulan,Chi Fu ,And I wont leave anything out.
Mulan,Shang ,"Captain Li Shang, Hmmm, leader of China's finest troops.  No, the greatest troops of all time. Heh, heh, heh, heh.  [Shang walks out of the tent to see the recruits fighting.  He stands stage left of Chi Fu and General Li.  Injured Recruit sees the General and salutes him as he falls to the ground.  General Li steps over Injured Recruit and mounts his horse]"
Mulan,Chi Fu,Most impressive.
Mulan,General Li,Good luck Captain.
Mulan,Shang ,"Good luck, Father."
Mulan,Chi Fu ,Day one.
Mulan,Shang ,Soldiers!
Mulan,All Recruits ,He started it!
Mulan,Shang ,I don't need anyone causing trouble in my camp!
Mulan,Mulan,"Sorry,  Uhh, I mean, sorry you had to see that.    You know how it is when you get those, uh  manly urges and you just have to kill something , fix things, uh, cook outdoors."
Mulan,Shang,What's your name?
Mulan,Mulan ,"Ahh, I, uhhh, I, uh--"
Mulan,Chi Fu ,Your commanding officer just asked you a question.
Mulan,Mulan,"Uhh, I've got a name.  Huh.  And it's a boys name too."
Mulan,Mushu ,"Ling, How 'bout Ling?"
Mulan,Mulan ,His name's Ling.
Mulan,Shang,I didn't ask for his name.  I asked for yours.
Mulan,Mushu,"Try, uh, ahh, Chu!"
Mulan,Mulan,Ah Chu.
Mulan,Shang,Ah Chu?
Mulan,Mushu,"Gesundheit.  He He, I kill myself."
Mulan,Mulan ,Mushu.
Mulan,Shang,Mushu?
Mulan,Mulan,No.
Mulan,Shang,Then what is it!
Mulan,Mushu,Ping! Ping was my best friend growing up!
Mulan,Mulan,It's Ping.
Mulan,Shang,Ping.
Mulan,Mushu,Of course Ping DID steal my gir-
Mulan,Mulan,"Yes, my name is Ping."
Mulan,Shang,"Let me see your conscription notice.    Fa Zhou, *the* Fa Zhou?"
Mulan,Chi Fu,I didn't know Fa Zhou had a son.
Mulan,Mulan,"Um, he...doesn't talk about me much.  [Mulan tries to hawk up a loogie and spit but the saliva just runs from her mouth.  The recruits laugh]"
Mulan,Chi Fu,"I can see why, the boy's an absolute lunatic."
Mulan,Shang ,"Okay gentlemen, thanks to your new friend Ping, you'll spend tonight picking up every single grain of rice.  And tomorrow, the real work begins."
Mulan,Mushu ,"You know, we have to work on your people skills."
Mulan,Mushu,"All right, rise and shine sleeping beauty.   C'mon  hup, hup, hup.   Get your clothes on. Get ready.  Got breakfast for ya.    Look, you get porridge, and it's happy to see you.   Hey, get outta there, you gonna make people sick!"
Mulan,Mulan,Am I late?
Mulan,Mushu ,"No time to talk.  Now remember, it's your first day of training so listen to your teacher and no fighting.  Play nice with the other kids, unless of course one of the other kids wanna fight, then you have to kick the other kid's butt."
Mulan,Mulan ,But I don't wanna kick the other kid's butt.
Mulan,Mushu,"Don't talk with your mouth full.  Now let's see your war face . I think my bunny slippers just ran for cover.  C'mon scare me, girl!"
Mulan,Mulan ,Rrrrrrr!
Mulan,Mushu ,"Oh, that's my tough looking warrior.  That's what I'm talking about.  Now get out there and make me proud."
Mulan,Mushu,What do you mean the troops just left?
Mulan,Mulan ,They what!?
Mulan,Mushu ,"Wait, you forgot your sword.  My little baby off to destroy people ."
Mulan,Chi Fu ,"Order people, order!"
Mulan,Recruit #2,I'd like a pan fried noodle.
Mulan,Chien-Po,"Oh, oh, sweet and pungent shrimp"
Mulan,Recruit #3,Moo goo gai pan
Mulan,Chi Fu,That's not funny.
Mulan,Ling ,"Looks like our new friend slept in this morning.    Hellooo Ping, Are you hungry?"
Mulan,Yao,"Yeah, 'cause I owe you a knuckle sandwich.  [grabs Mulan by the shirt collar drawing back his other arm.  Mulan hides her face with her hands.  Ling looks away, closes his eyes, and puts his fingers in his ears so that he wont hear anything]"
Mulan,All Soldiers ,Yeah.
Mulan,Shang ,Soldiers!  [The soldiers line up quicky.  Shang takes off his shirt and grabs a bow and quiver of arrows.  Mulan is duly impressed by Shang's physique] You will assemble swiftly and silently every morning.  Anyone who acts otherwise will answer to me.
Mulan,Yao,"Ooooo, tough guy."
Mulan,Shang ,Yao.  [All recruits take a step back leaving Yao one step forward.  Shang Points arrow skyward and shoots it into the top of a high pole]  Thank you for volunteering.  Retrieve the arrow.
Mulan,Yao ,I'll get that arrow pretty boy.  And I'll do it with my shirt on.
Mulan,Shang,"One moment, you seem to be missing something.  [Chi Fu brings out two large bronze disks.  Shang takes out one disk and holds it high speaking to all the troops]  This represents discipline  [Shang hands the weight to Yao and the weight falls to the ground taking Yao's arm with it]  and this represents strength [Shang hands the other weight to Yao making him fall to the ground.  The troops laugh while Mulan looks concerned].  You need both to reach the arrow. [Yao climbs up the pole then slips down under the weight.  Ling, Chien-Po, and Mulan each take their turn and fall down.  Mulan rubs her behind as she walks away in front of Shang]"
Mulan,Shang,We've got a long way to go.
Mulan,Recruits ,Hua
Mulan,Shan-Yu ,What do you see?
Mulan,Hun Strong Man ,"Black pine, from the high mountains.  [Long Hair Hun Man takes the doll from Hun Strong Man.  Bald Hun Man #1 takes a hair as it passes by him]"
