Film Title,Character,Gender,Race/Ethnicity,Culture,Role,Marginalized,POC,Dialogue
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,"Go get her?   What's the matter with you?  After this great stone Humpty Dumpty mess, I'd have to bring her home with a medal to get back in the temple.  Wait a minute, that's it!  I make Mulan a war hero, then they'll be begging me to come back to work.  That's the master plan.  Oh, you've gone and done it now."
Mulan,Cri-Kee,Male,Cricket,Chinese,Supporting,False,False,"Chirp, Chirp."
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,"You're lucky?  Ho, ho, heh.  Do I look like a sucker to you?"
Mulan,Cri-Kee,Male,Cricket,Chinese,Supporting,False,False,Chirp. Chirp.
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,"Whach' you mean loser?  How 'bout I pop one of your antenna's off and throw it across the yard.  Then who's a loser, me or you? [Cut to Shan-Yu leading his army at a charge on horseback through a forest. He stops and motions stage right.  Hun Archer, Hun Strong Guy, Hun Long-Hair Guy dismount and walk into the forest.  They throw down two Imperial scouts before the rest of the army]"
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,"Okay, okay, how 'bout this?  Ahem,  excuse me, where do I sign in?  Hah, I see you have a sword.  I have one too.  They're very manly and tough [Mulan bites her lip as she mishandles pulling the sword out of the scabbard and it falls to the ground.  Khan rolls on his back in laughter.  Mulan throws her shoe and hits Khan in the head with it quieting Khan].  I'm working on it.  Who am I fooling?  It's going to take a miracle to get me into the army. [Mushu appears as a giant shadow being cast on a rock with flames on either side.  Mushu's real appearance remains out of sight]"
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,That's close enough.
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,"Get ready Mulan your serpentine salvation is at hand.  For I have been sent by your ancestors-- [notices Cri-Kee making a hand shadow of a dragon on the rock and stamps him down with his foot] to guide you through your masquerade.    C'mon, you're gonna stay you're gonna work.  Heed my word, 'cause if the army finds out that you are a girl, the penalty is death. [big flames shoot up from the rocks]"
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,Who are you?
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,"Who am I?  Who am I?  I am the guardian of lost souls. [Mulan smiles big in anticipation of seeing her guardian] I am the powerful, the pleasurable, the indestructible [coming out from the rocks to show his real size] Mushu! Oh hah, hah, pretty hot, huh? [Khan stomps on Mushu.  Mulan pushes Khan back]"
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,"Ah, my ancestors sent a little lizard to help me?"
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,"Hey, dragon, dragon,  not lizard.  I don't do that tongue thing [flips out his tongue to show Mulan what he means]."
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,You're uh...
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,Intimidating?  Awe inspiring?
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,"Then you're gonna have to trust me.  And don't you slap me no more, we clear on that?  .  All right.  Okey dokey, let's get this show on the road.  Cri-Kee, get the bags [Mushu starts walking to the camp].   Let's move it heifer."
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,"No, they're men.  And you're going to have to act just like them, so pay attention."
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,I don't think I can do this.
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,It's all attitude.  Be tough like this guy here .
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,"Punch him, it's how men say 'hello.' [Mulan looks at her fist, then punches Yao from behind on the shoulder.  The force causes Yao to run into Chien-Po]"
Mulan,Chien-Po,Male,Chinese,Chinese,Supporting,True,True,"Oh Yao, you made a friend."
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,"Good, Now slap him on the behind, they like that."
Mulan,Yao,Male,Chinese,Chinese,Supporting,True,True,Wu hoo hooooo.    I'm going to hit you so hard it'll make your ancestors dizzy.
Mulan,Yao,Male,Chinese,Chinese,Supporting,True,True,Ya Mi Ah To Fu Da.
Mulan,Chien-Po,Male,Chinese,Chinese,Supporting,True,True,Feel better?
Mulan,Yao,Male,Chinese,Chinese,Supporting,True,True,"Oh, sorry Ling.  Hey! [Yao grabs Mulan's foot as she starts to crawl away.  Ling kicks Yao on the butt causing him to land on Chien-Po's stomach. Ling Jump attacks Mulan, but she ducks and he lands on Yao on top of Chien-Po]"
Mulan,Ling,Male,Chinese,Chinese,Supporting,True,True,"You're dead.   Oh, there he goes. [Mulan runs into a tent and stops.  Yao, Ling, and Chien-Po  run through the tent.  Yao stops short as he is about to run into a soldier in a line for food.  He looks behind him with concerned eyes as Ling stops in time.  Chien-Po bumps into Ling causing the entire line of soldiers to fall forward and knock over the pot of congee and the cook behind it.  The men look to the back of the line and spy Mulan who has emerged from the tent.  They angrily start walking towards her.  Mulan has a look of horror on her face as if trouble is about to brew]"
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,Hey guys.
Mulan,General Li,Male,Chinese,Chinese,Supporting,True,True,"You will stay here and train the new recruits.  When Chi Fu believes you're ready, you will join us...Captain. [General Li hands a sword to Shang]"
Mulan,Shang,Male,Chinese,Chinese,Supporting,True,True,Captain?
Mulan,General Li,Male,Chinese,Chinese,Supporting,True,True,"Number one in his class, extensive knowledge of training techniques,  an impressive military lineage.  I believe Li Shang will do an excellent job."
Mulan,General Li,Male,Chinese,Chinese,Supporting,True,True,Good luck Captain.
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,"Sorry,  Uhh, I mean, sorry you had to see that.    You know how it is when you get those, uh  manly urges and you just have to kill something , fix things, uh, cook outdoors."
Mulan,Shang,Male,Chinese,Chinese,Supporting,True,True,What's your name?
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,"Uhh, I've got a name.  Huh.  And it's a boys name too."
Mulan,Shang,Male,Chinese,Chinese,Supporting,True,True,I didn't ask for his name.  I asked for yours.
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,"Try, uh, ahh, Chu!"
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,Ah Chu.
Mulan,Shang,Male,Chinese,Chinese,Supporting,True,True,Ah Chu?
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,"Gesundheit.  He He, I kill myself."
Mulan,Shang,Male,Chinese,Chinese,Supporting,True,True,Mushu?
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,No.
Mulan,Shang,Male,Chinese,Chinese,Supporting,True,True,Then what is it!
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,Ping! Ping was my best friend growing up!
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,It's Ping.
Mulan,Shang,Male,Chinese,Chinese,Supporting,True,True,Ping.
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,Of course Ping DID steal my gir-
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,"Yes, my name is Ping."
Mulan,Shang,Male,Chinese,Chinese,Supporting,True,True,"Let me see your conscription notice.    Fa Zhou, *the* Fa Zhou?"
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,"Um, he...doesn't talk about me much.  [Mulan tries to hawk up a loogie and spit but the saliva just runs from her mouth.  The recruits laugh]"
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,"All right, rise and shine sleeping beauty.   C'mon  hup, hup, hup.   Get your clothes on. Get ready.  Got breakfast for ya.    Look, you get porridge, and it's happy to see you.   Hey, get outta there, you gonna make people sick!"
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,Am I late?
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,"Don't talk with your mouth full.  Now let's see your war face . I think my bunny slippers just ran for cover.  C'mon scare me, girl!"
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,What do you mean the troops just left?
Mulan,Chien-Po,Male,Chinese,Chinese,Supporting,True,True,"Oh, oh, sweet and pungent shrimp"
Mulan,Yao,Male,Chinese,Chinese,Supporting,True,True,"Yeah, 'cause I owe you a knuckle sandwich.  [grabs Mulan by the shirt collar drawing back his other arm.  Mulan hides her face with her hands.  Ling looks away, closes his eyes, and puts his fingers in his ears so that he wont hear anything]"
Mulan,Yao,Male,Chinese,Chinese,Supporting,True,True,"Ooooo, tough guy."
Mulan,Shang,Male,Chinese,Chinese,Supporting,True,True,"One moment, you seem to be missing something.  [Chi Fu brings out two large bronze disks.  Shang takes out one disk and holds it high speaking to all the troops]  This represents discipline  [Shang hands the weight to Yao and the weight falls to the ground taking Yao's arm with it]  and this represents strength [Shang hands the other weight to Yao making him fall to the ground.  The troops laugh while Mulan looks concerned].  You need both to reach the arrow. [Yao climbs up the pole then slips down under the weight.  Ling, Chien-Po, and Mulan each take their turn and fall down.  Mulan rubs her behind as she walks away in front of Shang]"
Mulan,Shang,Male,Chinese,Chinese,Supporting,True,True,We've got a long way to go.
Mulan,Shan-Yu,Male,Hun,Hun,Antagonist,False,False,"This doll came from a village in the Tung Shao Pass, where the Imperial Army's waiting for us."
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,"Hey, oh, ah, no, this is not a good idea.  What if somebody sees you?"
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,"Okay, all right, all right, that's enough.  Now, c'mon, get out before you get all pruny and stuff [holding out a towel towards Mulan keeping his eyes covered]."
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,"Mushu, if you're so worried, go stand watch."
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,"Yeah, yeah,  stand watch Mushu while I blow our secret with my stupid girly habits.  Humph, hygiene."
Mulan,Yao,Male,Chinese,Chinese,Supporting,True,True,Me first! Me first! Me First!
Mulan,Yao,Male,Chinese,Chinese,Supporting,True,True,"And I am Yao, king of the rock.  And there's nothin' you girls can do about it."
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,No we don't.   We could just close our eyes and swim around.
Mulan,Ling,Male,Chinese,Chinese,Supporting,True,True,C'mon don't be such a g--Ouch!  Something bit me.
Mulan,Ling,Male,Chinese,Chinese,Supporting,True,True,Some king of the rock!
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,"Boy, that was close."
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,I never want to see a naked man again.
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,"Hey, don't look at me.  I ain't biting any more butts."
Mulan,Shang,Male,Chinese,Chinese,Supporting,True,True,They completed their training.
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,"No, I--"
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,"Yeah right, Yeah sure.  Look,   go to your tent.  [Mulan walks away with a look of delight. Mushu talks to Cri-Kee]  I think it's time we took this war into our own hands . [Mushu and Cri-Kee wait outside Chi Fu's Tent.  Chi Fu emerges with carrying a scrub brush and wrapped in a towel and with big showering slippers on his feet.  He whistles as he walks off.  Mushu and Cri-Kee enter his tent.  Cri-Kee uses his legs to write up a letter.  He finishes and Mushu takes the paper]"
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,"Okay, okay, let me see what you've got.  From General Li, dear son, we're waiting for the huns at the pass and it would mean a lot if you'd come and back us up.    That's great except you forgot, ""and since we're all out of potpourri, maybe you wouldn't mind bringing up some.""  Hellooooo, this is the army!  Make it sound more urgent, please!  You know what I'm talkin' about?  [Cri-Kee starts writing the note again]  That's better, much better.   Okay, Let's go."
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,"Khan-ie baby, hey, we need a ride."
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,"Excuse me!  I think the question is: who are you?  We're in a war man!  There's no time for stupid questions.  I should have your hat for that,  snatch it right off of your head [swiping with an arm at Chi Fu's hat.  Mushu turns the upper half of the dummy around after the panda passes Chi Fu.  Chi Fu begins reading the message].  But I'm feeling gracious today, so carry on before I report you."
Mulan,Shang,Male,Chinese,Chinese,Supporting,True,True,I don't understand.  My father should have been here.
Mulan,Shang,Male,Chinese,Chinese,Supporting,True,True,"The Huns are moving quickly.  We'll make better time to the Imperial City through the Tung Shao Pass.  We're the only hope for the Emperor now.  Move out! [Mulan looks at the sword, takes out the doll she found and places the doll at the base of the sword.  She turns around and joins the rest of the troops marching on] [Cut to Mulan standing next to Khan saddled to the cart with cannons.  A cannon blast shoots out of the cart and explodes in the air.  The troops look surprised.  Mulan glances back with a scowl into the hole in the canopy of the cart to see Mushu with a sorrowful face.  Mushu points at Cri-Kee.  Shang charges up to Mulan on his horse, Chi Fu right behind]"
Mulan,Shang,Male,Chinese,Chinese,Supporting,True,True,You just gave away our position.  Now we're--[an arrow hits Shang in the shoulder as he falls to the ground.  Shang pulls out the arrow]   Get out of range!! [The troops hurriedly run away as many arrows start falling all around them.  Mulan pulls Khan by the reins to hurry him up.  Fire arrows start hitting the cart with cannons attached to Khan.  The cart begins to blaze with fire]
Mulan,Shang,Male,Chinese,Chinese,Supporting,True,True,"Save the cannons! [The troops form a human chain and start taking the cannons out of the burning cart one by one while Mulan steadies Khan to keep him from bolting.  Chien-Po grabs many and hauls them on his own.  The troops grab]as many cannons as they safely can and Mulan cuts Khan free from the cart.  She mounts Khan and charges away from the fire.  The cart explodes sending Mulan flying off Khan losing her helmet and sword which land near her.  Mushu and Cri-Kee, sent flying by the blast, scream and land near Mulan."
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,"Oh sure, save the horse. [Mulan grabs Mushu with her right hand and grabs the sword with her left and runs to the troops position.  Cri-Kee and Khan follow.  Yao, Ling, Chien-Po and other recruits set up cannons against rocks.  They dodge a set of arrows that fall around them]"
Mulan,Shang,Male,Chinese,Chinese,Supporting,True,True,Fire!
Mulan,Shang,Male,Chinese,Chinese,Supporting,True,True,"Fire! [Mulan, Ling and Chien-Po launch a second volley at the mountain where the archers are stationed.  No more arrows can be seen coming from the mountain position]"
Mulan,Shang,Male,Chinese,Chinese,Supporting,True,True,"Hold the last cannon.    Prepare to fight.  If we die, we die with honor. [Shan-Yu raises his sword high above his head and charges down the mountain at Shang's position.  His falcon flies off his shoulder on Shan-Yu's war cry  The Hun army follows]"
Mulan,Shang,Male,Chinese,Chinese,Supporting,True,True,"Yao, aim the cannon at Shan-Yu. [The line of Shang's troops with Mulan at the end draw their swords.  Mulan looks down at her sword and sees the reflection of a large snow embankment hanging to the side of a cliff.  She rushes forward]"
Mulan,Shang,Male,Chinese,Chinese,Supporting,True,True,"Ping, come back.  Ping! [Mulan charges forward towards the oncoming horde of the Hun army being led by Shan-Yu and his falcon.  Mushu looks over her at the oncoming horde with worry in his eyes]"
Mulan,Chien-Po,Male,Chinese,Chinese,Supporting,True,True,Do you see them?
Mulan,Yao,Male,Chinese,Chinese,Supporting,True,True,"Pull [Chien-Po prays as he calmly walks up to the group of soldiers.  He lifts them all up and pulls backward hauling Mulan, Shang, Khan, Mushu and Cri-Kee to safety]"
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,I knew we could to it.  You da man.  Well sorta.
Mulan,Ling,Male,Chinese,Chinese,Supporting,True,True,"Step back guys, give 'em some air."
Mulan,Ling,Male,Chinese,Chinese,Supporting,True,True,Let's hear it for Ping!  The bravest of us all.
Mulan,Shang,Male,Chinese,Chinese,Supporting,True,True,"Ping, what's wrong? He's wounded, get help! Ping, hold on.  Hold on. [Cut to outside of the medic tent.  Mulan and Medic are inside.  Shang stands by the entrance.  Yao, Ling and Chien-Po look quite concerned.  Ling drums his fingers on his knees.  The medic comes out from the tent and whispers to Shang.  Shang looks astonished and goes into the tent.  Mulan is lying down.  She opens her eyes, sees Shang and smiles at the sight of him.  She sits up allowing the blanket to fall to her waist revealing her form fitting bandages on her chest.  She sees Shang's surprised look and realizes her feminine form is noticeable]"
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,I didn't mean for it to go this far.
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,It was the only way.  Please believe me.
Mulan,Shang,Male,Chinese,Chinese,Supporting,True,True,A life for a life.  My debt is repaid.    Move out!
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,"I was this close, this close to impressing the ancestors, getting the top shelf, an entourage.  Man, all my fine work, ffft.  [Mushu picks up a dumpling with his stick, slumps down in front of the fire Cri-Kee made and begins to cook the dumpling over the fire]  Hi."
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,"Eh, come on, you wanted to save your father's life.  Who knew you'd end up shaming him, disgracing your ancestors, and losing all your friends.  You know, you just gotta, you gotta learn to let these things go ."
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,Maybe I didn't go for my father.  Maybe what I really wanted was to prove I could do things right.  So when I looked in the mirror I'd see someone worthwhile.  But I was wrong.  I see nothing.  [throws the helmet down and a tear runs down her cheek]
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,What!?  What do you mean you're not lucky?  You lied to me?     And what are you? A sheep?
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,"Yeah, this ain't gonna be pretty.  But, don't you worry, 'kay?  Things'll work out.  We started this thing together and that's how we'll finish.   I promise."
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,Home is that way!
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,I have to do something.
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,"Did you see those Huns!?  They popped out of the snow, like daisies!"
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,Are we in this together or not?
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,"Well, let's go kick some Huny buns!    Wu Hu Ha Ga, Wu Hu Ha Ga [Cut to the victory parade in the Imperial City.  Fireworks go off, kites are flying.  The drummers march by, followed by the flutist, followed by the acrobats.  The Parade Leader follows, then Shang and his men, followed by lion dancers]"
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,"The Huns are alive, they're in the city."
Mulan,Shang,Male,Chinese,Chinese,Supporting,True,True,"You don't belong here Mulan, go home."
Mulan,Shang,Male,Chinese,Chinese,Supporting,True,True,Why should I?
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,Now where are you going?
Mulan,Emperor,Male,Chinese,Chinese,Supporting,True,True,"My children, heaven smiles down upon the Middle Kingdom.  China will sleep safely tonight thanks to our brave warriors."
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,"Huh?  Oh, I'm sorry, did you say something?"
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,"Hey, you're a girl again, remember?"
Mulan,Emperor,Male,Chinese,Chinese,Supporting,True,True,"I know what this means to you, Captain Li.  Your father would have been very proud. [Shan-Yu's falcon swoops down and takes the sword as Shang is giving it to the Emperor.  The falcon rises above the roof and drops the sword to Shan-Yu who was sitting next to the gargoyles in the shadows blending in.  He rises out of the shadows to catch the sword so that all the people can see his face.  The masses of people gasp at the sight of Shan-Yu.  Shang begins to draw his sword.  All 5 of Shan-Yu's men jump out from behind the dragon knocking down Shang and grab the Emperor knocking off his hat.  Hun Bald Man #1 and #2 carry the Emperor into the Palace.  Long-Haired Hun Man and Hun Strong Guy close the palace doors as Hun archer knocks his arrow retreating into the Palace to threaten would be rescue attempts]"
