Film Title,Character,Gender,Race/Ethnicity,Culture,Role,Marginalized,POC,Dialogue,Cleaned Dialogue,Sentiment Scores,Compound Score,Sentiment
Aladdin,Aladdin,Male,Middle Eastern,Agrabah,Protagonist,True,True,"Perfect timing, Abu!","Perfect timing, Abu!","{'neg': 0.0, 'neu': 0.334, 'pos': 0.666, 'compound': 0.6114}",0.6114,Positive 😊
Aladdin,Abu,Male,Monkey,Agrabah,Supporting,False,False,Hello!,Hello!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Aladdin,Aladdin,Male,Middle Eastern,Agrabah,Protagonist,True,True,"Come on, let's get outta here! Gotta keep...one jump ahead of the breadline One swing ahead of the sword I steal only what I can't afford That's everything! (ALADDIN battles a GUARD wielding a sword.  He dodges a couple of swings, then pulls down the GUARD's pants.  ABU raspberries the GUARD, then dodges an attack.  The GUARD swings at ALADDIN, but destroys a barrel of fish.  As ALADDIN runs off, the GUARD pulls a fish over his lower body as a pair of pants.) One jump ahead of the lawmen That's all, and that's no joke These guys don't appreciate I'm broke! (ALADDIN and ABU scamper up a pile of barrels, then kick one down on top of another GUARD.)","Come on, let us get outta here! Got To keep...one jump ahead of the breadline One swing ahead of the sword I steal only what I cannot afford That is everything!  One jump ahead of the lawmen That is all, and that is no joke These guys do not appreciate I am broke!","{'neg': 0.147, 'neu': 0.775, 'pos': 0.078, 'compound': -0.6126}",-0.6126,Negative 😡
Aladdin,Aladdin,Male,Middle Eastern,Agrabah,Protagonist,True,True,"Just a little snack, guys! (ALADDIN scampers to the top of a platform. The GUARDS shake the platform back and fro trying to knock him off.)","Just a little snack, guys!","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Aladdin,Aladdin,Male,Middle Eastern,Agrabah,Protagonist,True,True,"I can take a hint, gotta face the facts You're my only friend, Abu!","I can take a hint, got to face the facts You are my only friend, Abu!","{'neg': 0.0, 'neu': 0.788, 'pos': 0.212, 'compound': 0.5411}",0.5411,Positive 😊
Aladdin,Aladdin,Male,Middle Eastern,Agrabah,Protagonist,True,True,"Gotta eat to live, gotta steal to eat Tell you all about it when I got the time! (ALADDIN and ABU exit.  Cut to MUSCLEMAN flexing to a crowd.  The GUARDS rush past.  Cut to ALADDIN and ABU behind the MUSCLEMAN, matching his moves, until they make a mistake and are discovered.) One jump ahead of the slowpokes One skip ahead of my doom Next time gonna use a nom de plume. One jump ahead of the hitmen One hit ahead of the flock I think I'll take a stroll around the block. (A chase sequence, in which ALADDIN and ABU, pursued by the GUARDS, race through a flock of sheep, hurdle a MAN sleeping on a bed of nails {of course one extremely large GUARD lands on him}.  ABU disguises himself with jewels until a SHOPKEEPER discovers him.","Got To eat to live, got to steal to eat Tell you all about it when I got the time!  One jump ahead of the slowpokes One skip ahead of my doom Next time going to use a nom de plume. One jump ahead of the hitmen One hit ahead of the flock I think I will take a stroll around the block. (A chase sequence, in which ALADDIN and ABU, pursued by the GUARDS, race through a flock of sheep, hurdle a MAN sleeping on a bed of nails {of course one extremely large GUARD lands on him}.  ABU disguises himself with jewels until a SHOPKEEPER discovers him.","{'neg': 0.102, 'neu': 0.871, 'pos': 0.027, 'compound': -0.7959}",-0.7959,Negative 😡
Aladdin,Aladdin,Male,Middle Eastern,Agrabah,Protagonist,True,True,"Let's not be too hasty (ALADDIN is surrounded by GUARDS in front of a door. The door opens and a large, ugly LADY comes out.)",Let us not be too hasty,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Aladdin,Aladdin,Male,Middle Eastern,Agrabah,Protagonist,True,True,"Gotta eat to live, gotta steal to eat Otherwise we'd get along!","Got To eat to live, got to steal to eat Otherwise we would get along!","{'neg': 0.2, 'neu': 0.8, 'pos': 0.0, 'compound': -0.5411}",-0.5411,Negative 😡
Aladdin,Aladdin,Male,Middle Eastern,Agrabah,Protagonist,True,True,One jump ahead of the hoofbeats!,One jump ahead of the hoofbeats!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Aladdin,Aladdin,Male,Middle Eastern,Agrabah,Protagonist,True,True,One hop ahead of the hump!,One hop ahead of the hump!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Aladdin,Aladdin,Male,Middle Eastern,Agrabah,Protagonist,True,True,One trick ahead of disaster,One trick ahead of disaster,"{'neg': 0.639, 'neu': 0.361, 'pos': 0.0, 'compound': -0.6486}",-0.6486,Negative 😡
Aladdin,Aladdin,Male,Middle Eastern,Agrabah,Protagonist,True,True,They're quick--but I'm much faster,They are quick--but I am much faster,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Aladdin,Aladdin,Male,Middle Eastern,Agrabah,Protagonist,True,True,"Here goes, better throw my hand in Wish me happy landin' All I gotta do is jump! (The GUARDS follow him out the window, but they go straight down to the street, and land in a pile with the sign ""Crazy Hakim's Discount Fertilizer.""  ALADDIN uses the carpet as a parachute to land safely and out of danger. ALADDIN and ABU high-five each other.)","Here goes, better throw my hand in Wish me happy landin' All I got to do is jump!","{'neg': 0.0, 'neu': 0.504, 'pos': 0.496, 'compound': 0.9151}",0.9151,Positive 😊
Aladdin,Aladdin,Male,Middle Eastern,Agrabah,Protagonist,True,True,"And now, esteemed effendi, we feast!  All right! (ALADDIN breaks the bread in two and gives half to ABU, who begins to eat.  But ALADDIN looks over and sees two young children rummaging through the garbage for food.  The GIRL sees him, then drops her find and tries to hide.  ALADDIN looks at them, then the bread, then at ABU.)","And now, esteemed effendi, we feast!  All right!","{'neg': 0.0, 'neu': 0.668, 'pos': 0.332, 'compound': 0.5399}",0.5399,Positive 😊
Aladdin,Abu,Male,Monkey,Agrabah,Supporting,False,False,"Uh-oh! (ABU takes a big bite of his food, but ALADDIN gets up and walks over to the children.  The GIRL pulls her brother back.)",Uh-oh!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Aladdin,Aladdin,Male,Middle Eastern,Agrabah,Protagonist,True,True,"Here, go on--take it. (The children giggle with delight.  ABU tries to swallow his bite, then looks guilty. He walks over to the children and offers his bread to them.  In delight, they pet him on the head.)","Here, go on--take it.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Aladdin,Abu,Male,Monkey,Agrabah,Supporting,False,False,"Ah, don't.  Huh? (ABU sees ALADDIN walking into the daylight, where there is a parade going on.ALADDIN peers over the shoulders of people.  He sees PRINCE ACHMED riding on a horse.)","Ah, do not.  Huh?","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Aladdin,Aladdin,Male,Middle Eastern,Agrabah,Protagonist,True,True,"Hey, if I were as rich as you, I could afford some manners","Hey, if I were as rich as you, I could afford some manners","{'neg': 0.0, 'neu': 0.735, 'pos': 0.265, 'compound': 0.5574}",0.5574,Positive 😊
Aladdin,Aladdin,Male,Middle Eastern,Agrabah,Protagonist,True,True,"Look at that, Abu.  It's not every day you see a horse with two rear ends!","Look at that, Abu.  It is not every day you see a horse with two rear ends!","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Aladdin,Aladdin,Male,Middle Eastern,Agrabah,Protagonist,True,True,"I'm not worthless.  And I don't have fleas.  Come on, Abu.  Let's go home. (ALADDIN makes the climb to his home with the view, then tucks in ABU for the night.)","I am not worthless.  And I do not have fleas.  Come on, Abu.  Let us go home.","{'neg': 0.0, 'neu': 0.853, 'pos': 0.147, 'compound': 0.3412}",0.3412,Positive 😊
Aladdin,Aladdin,Male,Middle Eastern,Agrabah,Protagonist,True,True,"Riffraff, street rat. I don't buy that. If only they'd look closer Would they see a poor boy?  No siree. They'd find out, there's so much more to me. Someday, Abu, things are gonna change.  We'll be rich, live in a palace, and never have any problems at all. (Dissolve to same shot during day.  Cut to int. of SULTAN's chamber. The door bursts open, and PRINCE ACHMED storms in, missing the rear end of his pants.)","Riffraff, street rat. I do not buy that. If only they would look closer Would they see a poor boy?  No siree. They would find out, there is so much more to me. Someday, Abu, things are going to change.  We will be rich, live in a palace, and never have any problems at all.","{'neg': 0.09, 'neu': 0.811, 'pos': 0.099, 'compound': 0.1426}",0.1426,Positive 😊
Aladdin,Sultan,Male,Middle Eastern,Agrabah,Supporting,False,True,"Oh, Prince Achmed.  You're not leaving so soon, are you?","Oh, Prince Achmed.  You are not leaving so soon, are you?","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Aladdin,Sultan,Male,Middle Eastern,Agrabah,Supporting,False,True,"Oh, Jasmine!  Jasmine!  Jasmine!  (The SULTAN goes off into the garden looking for his daughter.  He finds her, but is interrupted by RAJAH, JASMINE's pet tiger, who blocks him off.  RAJAH has a piece of the PRINCE's undershorts in his mouth.The SULTAN grabs the cloth and yanks it out of RAJAH's mouth.) Confound it, Rajah!  So, this is why Prince Achmed stormed out!","Oh, Jasmine!  Jasmine!  Jasmine!   Confound it, Rajah!  So, this is why Prince Achmed stormed out!","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Aladdin,Jasmine,Female,Middle Eastern,Agrabah,Protagonist,True,True,"Oh, father.  Rajah was just playing with him, weren't you Rajah.  (RAJAH comes over and allows JASMINE to pet and hug him.)  You were just playing with that overdressed, self-absorbed Prince Achmed, weren't you?  (She cuddles with RAJAH, enjoying the moment, until she looks up at her angry father. ) Ahem.","Oh, father.  Rajah was just playing with him, were not you Rajah.    You were just playing with that overdressed, self-absorbed Prince Achmed, were not you?   Ahem.","{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.3818}",0.3818,Positive 😊
Aladdin,Sultan,Male,Middle Eastern,Agrabah,Supporting,False,True,"Dearest, you've got to stop rejecting every suitor that comes to call.  The law says you...","Dearest, you have got to stop rejecting every suitor that comes to call.  The law says you...","{'neg': 0.228, 'neu': 0.614, 'pos': 0.158, 'compound': -0.1531}",-0.1531,Negative 😡
Aladdin,Sultan,Male,Middle Eastern,Agrabah,Supporting,False,True,By your next birthday.,By your next birthday.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Aladdin,Jasmine,Female,Middle Eastern,Agrabah,Protagonist,True,True,The law is wrong.,The law is wrong.,"{'neg': 0.508, 'neu': 0.492, 'pos': 0.0, 'compound': -0.4767}",-0.4767,Negative 😡
Aladdin,Sultan,Male,Middle Eastern,Agrabah,Supporting,False,True,You've only got three more days!,You have only got three more days!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Aladdin,Jasmine,Female,Middle Eastern,Agrabah,Protagonist,True,True,"Father,  I hate being forced into this.  (She takes a dove out of the cage and pets it.) If I do marry, I want it to be for love.","Father,  I hate being forced into this.   If I do marry, I want it to be for love.","{'neg': 0.289, 'neu': 0.474, 'pos': 0.237, 'compound': -0.296}",-0.296,Negative 😡
Aladdin,Sultan,Male,Middle Eastern,Agrabah,Supporting,False,True,"Jasmine, it's not only this law.  (She hands him the dove, and he puts it back in the cage.) I'm not going to be around forever, and I just want to make sure you're taken care of, provided for.","Jasmine, it is not only this law.   I am not going to be around forever, and I just want to make sure you are taken care of, provided for.","{'neg': 0.0, 'neu': 0.779, 'pos': 0.221, 'compound': 0.7003}",0.7003,Positive 😊
Aladdin,Jasmine,Female,Middle Eastern,Agrabah,Protagonist,True,True,"Try to understand.  I've never done a thing on my own. (She swirls her finger in the water of the pond, petting the fish.)I've never had any real friends. Except you, Rajah.  (Satisfied, he goes back to sleep.)  I've never even been outside the palace walls.","Try to understand.  I have never done a thing on my own. I have never had any real friends. Except you, Rajah.    I have never even been outside the palace walls.","{'neg': 0.0, 'neu': 0.893, 'pos': 0.107, 'compound': 0.4767}",0.4767,Positive 😊
Aladdin,Sultan,Male,Middle Eastern,Agrabah,Supporting,False,True,"But Jasmine, you're a princess.","But Jasmine, you are a princess.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Aladdin,Jasmine,Female,Middle Eastern,Agrabah,Protagonist,True,True,Then maybe I don't want to be a princess.  (She splashes the water.),Then maybe I do not want to be a princess.,"{'neg': 0.149, 'neu': 0.851, 'pos': 0.0, 'compound': -0.0572}",-0.0572,Negative 😡
Aladdin,Sultan,Male,Middle Eastern,Agrabah,Supporting,False,True,Oooohhh!  Allah forbid you should have any daughters! (RAJAH looks up and thinks for a second.  JASMINE goes to the dove cage and yanks open the door.  The birds fly off into freedom. She watches them go.  Cut to int. of SULTAN's chambers.),Oooohhh!  Allah forbid you should have any daughters!,"{'neg': 0.292, 'neu': 0.708, 'pos': 0.0, 'compound': -0.4374}",-0.4374,Negative 😡
Aladdin,Sultan,Male,Middle Eastern,Agrabah,Supporting,False,True,"I don't know where she gets it from.  Her mother wasn't nearly so picky.  (A shadow falls over him. He looks up startled and sees JAFAR.)  Ooh, oh. Ah, Jafar--my most trusted advisor.  I am in desperate need of your wisdom.","I do not know where she gets it from.  Her mother was not nearly so picky.    Ooh, oh. Ah, Jafar--my most trusted advisor.  I am in desperate need of your wisdom.","{'neg': 0.066, 'neu': 0.741, 'pos': 0.194, 'compound': 0.6697}",0.6697,Positive 😊
Aladdin,Jafar,Male,Middle Eastern,Agrabah,Antagonist,False,True,"My life is but to serve you, my lord.","My life is but to serve you, my lord.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Aladdin,Sultan,Male,Middle Eastern,Agrabah,Supporting,False,True,It's this suitor business.  Jasmine refuses to choose a husband.  I'm at my wit's-end.,It is this suitor business.  Jasmine refuses to choose a husband.  I am at my wit's-end.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Aladdin,Iago,Male,Parrot,Agrabah,Supporting,False,False,Awk!  Wit's-end.,Awk!  Wit's-end.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Aladdin,Sultan,Male,Middle Eastern,Agrabah,Supporting,False,True,"Oh, ha ha.  Have a cracker, pretty polly!  (He pulls a cracker out from his pocket.  IAGO looks terrified.  Then the SULTAN stuffs it in IAGO's mouth.  IAGO grimaces as he tries to eat it.  JAFAR and the SULTAN both laugh.)","Oh, ha ha.  Have a cracker, pretty polly!","{'neg': 0.0, 'neu': 0.325, 'pos': 0.675, 'compound': 0.807}",0.807,Positive 😊
Aladdin,Jafar,Male,Middle Eastern,Agrabah,Antagonist,False,True,"Your majesty certainly has a way with dumb animals. Now then, perhaps I can divine a solution to this thorny problem.","Your majesty certainly has a way with dumb animals. Now then, perhaps I can divine a solution to this thorny problem.","{'neg': 0.285, 'neu': 0.423, 'pos': 0.292, 'compound': 0.0516}",0.0516,Positive 😊
Aladdin,Sultan,Male,Middle Eastern,Agrabah,Supporting,False,True,"If anyone can help, it's you.","If anyone can help, it is you.","{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.4019}",0.4019,Positive 😊
Aladdin,Jafar,Male,Middle Eastern,Agrabah,Antagonist,False,True,"Ah, but it would require the use of the mystic blue diamond.","Ah, but it would require the use of the mystic blue diamond.","{'neg': 0.0, 'neu': 0.78, 'pos': 0.22, 'compound': 0.4767}",0.4767,Positive 😊
Aladdin,Sultan,Male,Middle Eastern,Agrabah,Supporting,False,True,"Uh, my ring?  But it's been in the family for years.","Uh, my ring?  But it is been in the family for years.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Aladdin,Jafar,Male,Middle Eastern,Agrabah,Antagonist,False,True,"It is necessary to find the princess a suitor. (JAFAR says the word 'princess' with the accent on the second syllable, ""cess.""  He turns his staff with a cobra head towards the SULTAN.  The eyes of the staff begin to glow. The room darkens, JAFAR's voice slows down and deepens.  The SULTAN's eyes get a hypnotized look.)  Don't worry.  Everything will be fine.",It is necessary to find the princess a suitor.   Do not worry.  Everything will be fine.,"{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.4949}",0.4949,Positive 😊
Aladdin,Sultan,Male,Middle Eastern,Agrabah,Supporting,False,True,Everything...will be...fine.,Everything...will be...fine.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Aladdin,Jafar,Male,Middle Eastern,Agrabah,Antagonist,False,True,The diamond.,The diamond.,"{'neg': 0.0, 'neu': 0.294, 'pos': 0.706, 'compound': 0.34}",0.34,Positive 😊
Aladdin,Sultan,Male,Middle Eastern,Agrabah,Supporting,False,True,"Here, Jafar. Whatever you need will be fine. (The SULTAN removes his ring and hands it to JAFAR. The room returns to normal as JAFAR pulls back the staff.)","Here, Jafar. Whatever you need will be fine.","{'neg': 0.0, 'neu': 0.795, 'pos': 0.205, 'compound': 0.2023}",0.2023,Positive 😊
Aladdin,Jafar,Male,Middle Eastern,Agrabah,Antagonist,False,True,"You are most gracious, my liege.  Now run along and play with your little toys.","You are most gracious, my liege.  Now run along and play with your little toys.","{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.7425}",0.7425,Positive 😊
Aladdin,Sultan,Male,Middle Eastern,Agrabah,Supporting,False,True,"Yes...that'll be...pretty good. (JAFAR and IAGO exit.  We follow them. When they're out of the room, the parrot spits out the cracker.)",Yes...that will be...pretty good.,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.4404,Positive 😊
Aladdin,Iago,Male,Parrot,Agrabah,Supporting,False,False,"I can't take it anymore!  If I gotta choke down on one more of those moldy, disgusting crackers...bam! Whack!","I cannot take it anymore!  If I got to choke down on one more of those moldy, disgusting crackers...bam! Whack!","{'neg': 0.327, 'neu': 0.673, 'pos': 0.0, 'compound': -0.8306}",-0.8306,Negative 😡
Aladdin,Jafar,Male,Middle Eastern,Agrabah,Antagonist,False,True,"Calm yourself, Iago.","Calm yourself, Iago.","{'neg': 0.0, 'neu': 0.465, 'pos': 0.535, 'compound': 0.3182}",0.3182,Positive 😊
Aladdin,Iago,Male,Parrot,Agrabah,Supporting,False,False,Then I'd grab him around the head.  Whack! Whack!,Then I would grab him around the head.  Whack! Whack!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Aladdin,Jafar,Male,Middle Eastern,Agrabah,Antagonist,False,True,"Soon, I will be sultan, not that addlepated twit.","Soon, I will be sultan, not that addlepated twit.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Aladdin,Iago,Male,Parrot,Agrabah,Supporting,False,False,"And then I stuff the crackers down his throat!  Ha ha! (The pair pass through a door and slam it shut.  Diss. to ext. gardens at night.  A shadowy figure walks through.  We see it is JASMINE in disguise.  She reaches the palace wall, then begins to climb it. She is tugged from behind by RAJAH.)",And then I stuff the crackers down his throat!  Ha ha!,"{'neg': 0.0, 'neu': 0.598, 'pos': 0.402, 'compound': 0.658}",0.658,Positive 😊
Aladdin,Jasmine,Female,Middle Eastern,Agrabah,Protagonist,True,True,"Oh, I'm sorry, Rajah.  But I can't stay here and have my life lived for me.  I'll miss you.(She begins to climb again, and is helped up by RAJAH, who begins to whine and whimper.)  Good bye! (She disappears over the wall. Cut to daytime on the street  ALADDIN and ABU are up to their capers again.  They are on top of the awning of a fruit stand.)","Oh, I am sorry, Rajah.  But I cannot stay here and have my life lived for me.  I will miss you.  Good bye!","{'neg': 0.126, 'neu': 0.703, 'pos': 0.171, 'compound': 0.4753}",0.4753,Positive 😊
Aladdin,Aladdin,Male,Middle Eastern,Agrabah,Protagonist,True,True,"Okay, Abu.  Go!","Okay, Abu.  Go!","{'neg': 0.0, 'neu': 0.477, 'pos': 0.523, 'compound': 0.2942}",0.2942,Positive 😊
Aladdin,Abu,Male,Monkey,Agrabah,Supporting,False,False,Blah blah blah!,Blah blah blah!,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3595}",-0.3595,Negative 😡
Aladdin,Abu,Male,Monkey,Agrabah,Supporting,False,False,"Bye bye! (He zings back up.  The PROPRIETOR takes the melon to the front, where he places it on top of a stack.  He looks confused, like he has just done this.)",Bye bye!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
