Film Title,Character,Gender,Race/Ethnicity,Culture,Role,Marginalized,POC,Dialogue,Cleaned Dialogue
Mulan,Fa Zhou,Male,Chinese,Chinese,Supporting,True,True,Mulan--,Mulan--
Mulan,Fa Zhou,Male,Chinese,Chinese,Supporting,True,True,Mulan--,Mulan--
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,And three at night.,And three at night.
Mulan,Fa Zhou,Male,Chinese,Chinese,Supporting,True,True,"Mulan, you should already be in town.  We're counting on you to up--","Mulan, you should already be in town.  We are counting on you to up--"
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,--uphold the family honor.  Don't worry father.  I wont let you down. Wish me luck.,--uphold the family honor.  Do not worry father.  I will not let you down. Wish me luck.
Mulan,Fa Li,Female,Chinese,Chinese,Supporting,True,True,Of all days to be late.  I should have prayed to the ancestors for luck.,Of all days to be late.  I should have prayed to the ancestors for luck.
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,I'm here.   What?  But Mama I had to--,I am here.   What?  But Mama I had to--
Mulan,Fa Li,Female,Chinese,Chinese,Supporting,True,True,None of your 'xcuses.  Now let's get you cleaned up. [They walk together into the preparation area],None of your 'xcuses.  Now let us get you cleaned up.
Mulan,Matchmaker,Female,Chinese,Chinese,Supporting,True,True,Speaking without permission.,Speaking without permission.
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,Oops.,Oops.
Mulan,Matchmaker,Female,Chinese,Chinese,Supporting,True,True,Well...,Well...
Mulan,Matchmaker,Female,Chinese,Chinese,Supporting,True,True,And silent!,And silent!
Mulan,Matchmaker,Female,Chinese,Chinese,Supporting,True,True,"Why you clumsy--[Matchmaker feels Cri-Kee in her dress and dances around]  Wooo, woooo, wooooooo, [Matchmaker knocks over her pot of coals, and sits down on the coals.  Matchmaker jumps around screaming]  Ahhhhhhhhhhh [Mulan grabs her fan and briskly fans the charred area on Matchmaker's behind causing it to flame up.  Mulan looks surprised about her mistake] [Cut to outside Matchmakers building showing Grandma Fa with much noise coming from Matchmaker's building]","Why you clumsy--  Wooo, woooo, wooooooo,   Ahhhhhhhhhhh"
Mulan,Fa Zhou,Male,Chinese,Chinese,Supporting,True,True,"My, my, what beautiful blossoms we have this year [looking up into the blossom tree].  But look, this one's late.  But, I'll bet that when it blooms, it will be the most beautiful of all.  [Mulan and Fa Zhou share smiles.  Drums start pounding announcing the arrival of Chi Fu and two guards on horseback]","My, my, what beautiful blossoms we have this year .  But look, this one's late.  But, I will bet that when it blooms, it will be the most beautiful of all."
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,What is it? [Fa Zhou gets up and walks to the entrance of their house with Mulan following],What is it?
Mulan,Fa Li,Female,Chinese,Chinese,Supporting,True,True,"Mulan, stay inside. [Grandma Fa clears her throat catching Mulan's attention and motions inside. Mulan spies the railing near the wall and climbs up to watch over the roof]","Mulan, stay inside."
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,No. [Fa Zhou gives his cane to Fa Li and walks toward Chi Fu.  Fa Zhou bows before the horsemen],No.
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,"Please sir, my father has already fought bravely--","Please sir, my father has already fought bravely--"
Mulan,Fa Zhou,Male,Chinese,Chinese,Supporting,True,True,"Yes, sir. [Fa Zhou walks back into the homestead refusing to take his cane from Fa Li]","Yes, sir."
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,You shouldn't have to go.,You should not have to go.
Mulan,Fa Li,Female,Chinese,Chinese,Supporting,True,True,Mulan!,Mulan!
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,There are plenty of young men to fight for China.,There are plenty of young men to fight for China.
Mulan,Fa Zhou,Male,Chinese,Chinese,Supporting,True,True,It is an honor to protect my country and my family.,It is an honor to protect my country and my family.
Mulan,Fa Zhou,Male,Chinese,Chinese,Supporting,True,True,"I know my place, it is time you learned yours. [Mulan looking like she's about to cry, turn away from Fa Zhou and runs outside into the rain storm and cries] [Cut to Mulan sitting at the base of the Great Stone Dragon in the rain. Mulan looks down to see her reflection in the puddle caused by the rain. She watches her parents in the bedroom.  Fa Li turns away from Fa Zhou and walks out of site.  Fa Zhou blows out the light.  Mulan gets up and walks to the Fa Family Temple.  Mulan's image reflects off the stone tablets as she lights incense and places it in the hanging encense holder.  She bows and prays to her ancestors. Getting up, Mulan hurries down the steps.  Cri-Kee sees her and hops down from above and follows her.  Mulan goes to her parent's bedroom and takes the conscription notice replacing it with the hair comb her mother gave to her.  She pauses to give her parents a loving, sorrowful look and hurries out.  Cut to Mulan in the armory.  She opens the cabinet with the armor. Using her father's sword, she cuts her hair short and ties it up above her head.  She finishes putting on the armor and ties it in the front.  She takes the sword and places it in the scabbard to her left.  Cut to Mulan in the stable doorway.  Khan rears back in fright at the sight of Mulan.  Mulan goes forward and comforts Khan letting him know her identity.  Mulan walks Khan out of the stable, Cri-Kee watches from the ground as she passes by.  Mulan takes one sorrowful glance back at her parents bedroom and rides Khan through the gate and off to camp.] [Cut to the face of a statue in the Fa Family Temple.  The eyes glow.  Cut to Grandma Fa.  She wakes up with a start rising in bed.  Cut to Grandma Fa walking into Fa Li and Fa Zhou's bedroom, both are in bed]","I know my place, it is time you learned yours."
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,"Hey, let me say something. Anybody who is foolish enough to threaten our family, vengeance will be MINE.  Hrrrrr.","Hey, let me say something. Anybody who is foolish enough to threaten our family, vengeance will be MINE.  Hrrrrr."
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,I...ring the gong.,I...ring the gong.
Mulan,First Ancestor,Male,Spiritual Entity,Chinese,Supporting,False,False,"That's right, now, wake up the ancestors.","That is right, now, wake up the ancestors."
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,"One family reunion coming right up.   Okay people, people look alive, lets go! C'mon get up.  Let's move it, rise and shine. You're way past the beauty sleep thing now trust me!","One family reunion coming right up.   Okay people, people look alive, let us go! C'mon get up.  Let us move it, rise and shine. You are way past the beauty sleep thing now trust me!"
Mulan,First Ancestor,Male,Spiritual Entity,Chinese,Supporting,False,False,Silence!  We must send the most powerful of all [Motioning to the Great Stone Dragon as it is seen through the window],Silence!  We must send the most powerful of all
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,And your point is?,And your point is?
Mulan,First Ancestor,Male,Spiritual Entity,Chinese,Supporting,False,False,The point is we will be sending a real dragon to retrieve Mulan.,The point is we will be sending a real dragon to retrieve Mulan.
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,"What?  But I'm a real dragon. First Ancestor [grabbing Mushu and pulling him away from the guardian post as Mushu fights to hold on]:  You are not worthy of this spot.  Now, awaken the Great Stone Dragon.","What?  But I am a real dragon. First Ancestor :  You are not worthy of this spot.  Now, awaken the Great Stone Dragon."
Mulan,First Ancestor,Male,Spiritual Entity,Chinese,Supporting,False,False,"Go, The fate of the Fa Family rests in your claws.","Go, The fate of the Fa Family rests in your claws."
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,"Don't even worry about it, I will not lose face.  [Mushu falls down the hill under the weight of the Great Stone Dragon's head and lands on the dragon's pedestal with the head falling on top of him]","Do not even worry about it, I will not lose face."
Mulan,Cri-Kee,Male,Cricket,Chinese,Supporting,False,False,"Chirp, Chirp.","Chirp, Chirp."
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,"Go get her?   What's the matter with you?  After this great stone Humpty Dumpty mess, I'd have to bring her home with a medal to get back in the temple.  Wait a minute, that's it!  I make Mulan a war hero, then they'll be begging me to come back to work.  That's the master plan.  Oh, you've gone and done it now.","Go get her?   What is the matter with you?  After this great stone Humpty Dumpty mess, I would have to bring her home with a medal to get back in the temple.  Wait a minute, that is it!  I make Mulan a war hero, then they will be begging me to come back to work.  That is the master plan.  Oh, you have gone and done it now."
Mulan,Cri-Kee,Male,Cricket,Chinese,Supporting,False,False,"Chirp, Chirp.","Chirp, Chirp."
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,"You're lucky?  Ho, ho, heh.  Do I look like a sucker to you?","You are lucky?  Ho, ho, heh.  Do I look like a sucker to you?"
Mulan,Cri-Kee,Male,Cricket,Chinese,Supporting,False,False,Chirp. Chirp.,Chirp. Chirp.
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,"Whach' you mean loser?  How 'bout I pop one of your antenna's off and throw it across the yard.  Then who's a loser, me or you? [Cut to Shan-Yu leading his army at a charge on horseback through a forest. He stops and motions stage right.  Hun Archer, Hun Strong Guy, Hun Long-Hair Guy dismount and walk into the forest.  They throw down two Imperial scouts before the rest of the army]","Whach' you mean loser?  How 'bout I pop one of your antenna's off and throw it across the yard.  Then who is a loser, me or you?"
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,"Okay, okay, how 'bout this?  Ahem,  excuse me, where do I sign in?  Hah, I see you have a sword.  I have one too.  They're very manly and tough [Mulan bites her lip as she mishandles pulling the sword out of the scabbard and it falls to the ground.  Khan rolls on his back in laughter.  Mulan throws her shoe and hits Khan in the head with it quieting Khan].  I'm working on it.  Who am I fooling?  It's going to take a miracle to get me into the army. [Mushu appears as a giant shadow being cast on a rock with flames on either side.  Mushu's real appearance remains out of sight]","Okay, okay, how 'bout this?  Ahem,  excuse me, where do I sign in?  Hah, I see you have a sword.  I have one too.  They are very manly and tough .  I am working on it.  Who am I fooling?  It is going to take a miracle to get me into the army."
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,That's close enough.,That is close enough.
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,"Get ready Mulan your serpentine salvation is at hand.  For I have been sent by your ancestors-- [notices Cri-Kee making a hand shadow of a dragon on the rock and stamps him down with his foot] to guide you through your masquerade.    C'mon, you're gonna stay you're gonna work.  Heed my word, 'cause if the army finds out that you are a girl, the penalty is death. [big flames shoot up from the rocks]","Get ready Mulan your serpentine salvation is at hand.  For I have been sent by your ancestors--  to guide you through your masquerade.    C'mon, you are going to stay you are going to work.  Heed my word, because if the army finds out that you are a girl, the penalty is death."
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,Who are you?,Who are you?
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,"Who am I?  Who am I?  I am the guardian of lost souls. [Mulan smiles big in anticipation of seeing her guardian] I am the powerful, the pleasurable, the indestructible [coming out from the rocks to show his real size] Mushu! Oh hah, hah, pretty hot, huh? [Khan stomps on Mushu.  Mulan pushes Khan back]","Who am I?  Who am I?  I am the guardian of lost souls.  I am the powerful, the pleasurable, the indestructible  Mushu! Oh hah, hah, pretty hot, huh?"
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,"Ah, my ancestors sent a little lizard to help me?","Ah, my ancestors sent a little lizard to help me?"
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,"Hey, dragon, dragon,  not lizard.  I don't do that tongue thing [flips out his tongue to show Mulan what he means].","Hey, dragon, dragon,  not lizard.  I do not do that tongue thing ."
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,You're uh...,You are uh...
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,Intimidating?  Awe inspiring?,Intimidating?  Awe inspiring?
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,"Then you're gonna have to trust me.  And don't you slap me no more, we clear on that?  .  All right.  Okey dokey, let's get this show on the road.  Cri-Kee, get the bags [Mushu starts walking to the camp].   Let's move it heifer.","Then you are going to have to trust me.  And do not you slap me no more, we clear on that?  .  All right.  Okey dokey, let us get this show on the road.  Cri-Kee, get the bags .   Let us move it heifer."
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,"No, they're men.  And you're going to have to act just like them, so pay attention.","No, they are men.  And you are going to have to act just like them, so pay attention."
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,I don't think I can do this.,I do not think I can do this.
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,It's all attitude.  Be tough like this guy here .,It is all attitude.  Be tough like this guy here .
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,"Punch him, it's how men say 'hello.' [Mulan looks at her fist, then punches Yao from behind on the shoulder.  The force causes Yao to run into Chien-Po]","Punch him, it is how men say 'hello.'"
Mulan,Chien-Po,Male,Chinese,Chinese,Supporting,True,True,"Oh Yao, you made a friend.","Oh Yao, you made a friend."
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,"Good, Now slap him on the behind, they like that.","Good, Now slap him on the behind, they like that."
Mulan,Yao,Male,Chinese,Chinese,Supporting,True,True,Wu hoo hooooo.    I'm going to hit you so hard it'll make your ancestors dizzy.,Wu hoo hooooo.    I am going to hit you so hard it will make your ancestors dizzy.
Mulan,Yao,Male,Chinese,Chinese,Supporting,True,True,Ya Mi Ah To Fu Da.,Ya Mi Ah To Fu Da.
Mulan,Chien-Po,Male,Chinese,Chinese,Supporting,True,True,Feel better?,Feel better?
Mulan,Yao,Male,Chinese,Chinese,Supporting,True,True,"Oh, sorry Ling.  Hey! [Yao grabs Mulan's foot as she starts to crawl away.  Ling kicks Yao on the butt causing him to land on Chien-Po's stomach. Ling Jump attacks Mulan, but she ducks and he lands on Yao on top of Chien-Po]","Oh, sorry Ling.  Hey!"
Mulan,Ling,Male,Chinese,Chinese,Supporting,True,True,"You're dead.   Oh, there he goes. [Mulan runs into a tent and stops.  Yao, Ling, and Chien-Po  run through the tent.  Yao stops short as he is about to run into a soldier in a line for food.  He looks behind him with concerned eyes as Ling stops in time.  Chien-Po bumps into Ling causing the entire line of soldiers to fall forward and knock over the pot of congee and the cook behind it.  The men look to the back of the line and spy Mulan who has emerged from the tent.  They angrily start walking towards her.  Mulan has a look of horror on her face as if trouble is about to brew]","You are dead.   Oh, there he goes."
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,Hey guys.,Hey guys.
Mulan,General Li,Male,Chinese,Chinese,Supporting,True,True,"You will stay here and train the new recruits.  When Chi Fu believes you're ready, you will join us...Captain. [General Li hands a sword to Shang]","You will stay here and train the new recruits.  When Chi Fu believes you are ready, you will join us...Captain."
Mulan,Shang,Male,Chinese,Chinese,Supporting,True,True,Captain?,Captain?
Mulan,General Li,Male,Chinese,Chinese,Supporting,True,True,"Number one in his class, extensive knowledge of training techniques,  an impressive military lineage.  I believe Li Shang will do an excellent job.","Number one in his class, extensive knowledge of training techniques,  an impressive military lineage.  I believe Li Shang will do an excellent job."
Mulan,General Li,Male,Chinese,Chinese,Supporting,True,True,Good luck Captain.,Good luck Captain.
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,"Sorry,  Uhh, I mean, sorry you had to see that.    You know how it is when you get those, uh  manly urges and you just have to kill something , fix things, uh, cook outdoors.","Sorry,  Uhh, I mean, sorry you had to see that.    You know how it is when you get those, uh  manly urges and you just have to kill something , fix things, uh, cook outdoors."
Mulan,Shang,Male,Chinese,Chinese,Supporting,True,True,What's your name?,What is your name?
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,"Uhh, I've got a name.  Huh.  And it's a boys name too.","Uhh, I have got a name.  Huh.  And it is a boys name too."
Mulan,Shang,Male,Chinese,Chinese,Supporting,True,True,I didn't ask for his name.  I asked for yours.,I did not ask for his name.  I asked for yours.
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,"Try, uh, ahh, Chu!","Try, uh, ahh, Chu!"
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,Ah Chu.,Ah Chu.
Mulan,Shang,Male,Chinese,Chinese,Supporting,True,True,Ah Chu?,Ah Chu?
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,"Gesundheit.  He He, I kill myself.","Gesundheit.  He He, I kill myself."
Mulan,Shang,Male,Chinese,Chinese,Supporting,True,True,Mushu?,Mushu?
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,No.,No.
Mulan,Shang,Male,Chinese,Chinese,Supporting,True,True,Then what is it!,Then what is it!
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,Ping! Ping was my best friend growing up!,Ping! Ping was my best friend growing up!
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,It's Ping.,It is Ping.
Mulan,Shang,Male,Chinese,Chinese,Supporting,True,True,Ping.,Ping.
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,Of course Ping DID steal my gir-,Of course Ping DID steal my gir-
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,"Yes, my name is Ping.","Yes, my name is Ping."
Mulan,Shang,Male,Chinese,Chinese,Supporting,True,True,"Let me see your conscription notice.    Fa Zhou, *the* Fa Zhou?","Let me see your conscription notice.    Fa Zhou, *the* Fa Zhou?"
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,"Um, he...doesn't talk about me much.  [Mulan tries to hawk up a loogie and spit but the saliva just runs from her mouth.  The recruits laugh]","Um, he...does not talk about me much."
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,"All right, rise and shine sleeping beauty.   C'mon  hup, hup, hup.   Get your clothes on. Get ready.  Got breakfast for ya.    Look, you get porridge, and it's happy to see you.   Hey, get outta there, you gonna make people sick!","All right, rise and shine sleeping beauty.   C'mon  hup, hup, hup.   Get your clothes on. Get ready.  Got breakfast for ya.    Look, you get porridge, and it is happy to see you.   Hey, get outta there, you going to make people sick!"
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,Am I late?,Am I late?
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,"Don't talk with your mouth full.  Now let's see your war face . I think my bunny slippers just ran for cover.  C'mon scare me, girl!","Do not talk with your mouth full.  Now let us see your war face . I think my bunny slippers just ran for cover.  C'mon scare me, girl!"
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,What do you mean the troops just left?,What do you mean the troops just left?
Mulan,Chien-Po,Male,Chinese,Chinese,Supporting,True,True,"Oh, oh, sweet and pungent shrimp","Oh, oh, sweet and pungent shrimp"
Mulan,Yao,Male,Chinese,Chinese,Supporting,True,True,"Yeah, 'cause I owe you a knuckle sandwich.  [grabs Mulan by the shirt collar drawing back his other arm.  Mulan hides her face with her hands.  Ling looks away, closes his eyes, and puts his fingers in his ears so that he wont hear anything]","Yeah, because I owe you a knuckle sandwich."
Mulan,Yao,Male,Chinese,Chinese,Supporting,True,True,"Ooooo, tough guy.","Ooooo, tough guy."
Mulan,Shang,Male,Chinese,Chinese,Supporting,True,True,"One moment, you seem to be missing something.  [Chi Fu brings out two large bronze disks.  Shang takes out one disk and holds it high speaking to all the troops]  This represents discipline  [Shang hands the weight to Yao and the weight falls to the ground taking Yao's arm with it]  and this represents strength [Shang hands the other weight to Yao making him fall to the ground.  The troops laugh while Mulan looks concerned].  You need both to reach the arrow. [Yao climbs up the pole then slips down under the weight.  Ling, Chien-Po, and Mulan each take their turn and fall down.  Mulan rubs her behind as she walks away in front of Shang]","One moment, you seem to be missing something.    This represents discipline    and this represents strength .  You need both to reach the arrow."
Mulan,Shang,Male,Chinese,Chinese,Supporting,True,True,We've got a long way to go.,We have got a long way to go.
Mulan,Shan-Yu,Male,Hun,Hun,Antagonist,False,False,"This doll came from a village in the Tung Shao Pass, where the Imperial Army's waiting for us.","This doll came from a village in the Tung Shao Pass, where the Imperial Army's waiting for us."
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,"Hey, oh, ah, no, this is not a good idea.  What if somebody sees you?","Hey, oh, ah, no, this is not a good idea.  What if somebody sees you?"
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,"Okay, all right, all right, that's enough.  Now, c'mon, get out before you get all pruny and stuff [holding out a towel towards Mulan keeping his eyes covered].","Okay, all right, all right, that is enough.  Now, c'mon, get out before you get all pruny and stuff ."
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,"Mushu, if you're so worried, go stand watch.","Mushu, if you are so worried, go stand watch."
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,"Yeah, yeah,  stand watch Mushu while I blow our secret with my stupid girly habits.  Humph, hygiene.","Yeah, yeah,  stand watch Mushu while I blow our secret with my stupid girly habits.  Humph, hygiene."
Mulan,Yao,Male,Chinese,Chinese,Supporting,True,True,Me first! Me first! Me First!,Me first! Me first! Me First!
Mulan,Yao,Male,Chinese,Chinese,Supporting,True,True,"And I am Yao, king of the rock.  And there's nothin' you girls can do about it.","And I am Yao, king of the rock.  And there is nothing you girls can do about it."
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,No we don't.   We could just close our eyes and swim around.,No we do not.   We could just close our eyes and swim around.
Mulan,Ling,Male,Chinese,Chinese,Supporting,True,True,C'mon don't be such a g--Ouch!  Something bit me.,C'mon do not be such a g--Ouch!  Something bit me.
Mulan,Ling,Male,Chinese,Chinese,Supporting,True,True,Some king of the rock!,Some king of the rock!
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,"Boy, that was close.","Boy, that was close."
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,I never want to see a naked man again.,I never want to see a naked man again.
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,"Hey, don't look at me.  I ain't biting any more butts.","Hey, do not look at me.  I are not biting any more butts."
Mulan,Shang,Male,Chinese,Chinese,Supporting,True,True,They completed their training.,They completed their training.
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,"No, I--","No, I--"
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,"Yeah right, Yeah sure.  Look,   go to your tent.  [Mulan walks away with a look of delight. Mushu talks to Cri-Kee]  I think it's time we took this war into our own hands . [Mushu and Cri-Kee wait outside Chi Fu's Tent.  Chi Fu emerges with carrying a scrub brush and wrapped in a towel and with big showering slippers on his feet.  He whistles as he walks off.  Mushu and Cri-Kee enter his tent.  Cri-Kee uses his legs to write up a letter.  He finishes and Mushu takes the paper]","Yeah right, Yeah sure.  Look,   go to your tent.    I think it is time we took this war into our own hands ."
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,"Okay, okay, let me see what you've got.  From General Li, dear son, we're waiting for the huns at the pass and it would mean a lot if you'd come and back us up.    That's great except you forgot, ""and since we're all out of potpourri, maybe you wouldn't mind bringing up some.""  Hellooooo, this is the army!  Make it sound more urgent, please!  You know what I'm talkin' about?  [Cri-Kee starts writing the note again]  That's better, much better.   Okay, Let's go.","Okay, okay, let me see what you have got.  From General Li, dear son, we are waiting for the huns at the pass and it would mean a lot if you would come and back us up.    That is great except you forgot, ""and since we are all out of potpourri, maybe you would not mind bringing up some.""  Hellooooo, this is the army!  Make it sound more urgent, please!  You know what I am talkin' about?    That is better, much better.   Okay, Let us go."
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,"Khan-ie baby, hey, we need a ride.","Khan-ie baby, hey, we need a ride."
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,"Excuse me!  I think the question is: who are you?  We're in a war man!  There's no time for stupid questions.  I should have your hat for that,  snatch it right off of your head [swiping with an arm at Chi Fu's hat.  Mushu turns the upper half of the dummy around after the panda passes Chi Fu.  Chi Fu begins reading the message].  But I'm feeling gracious today, so carry on before I report you.","Excuse me!  I think the question is: who are you?  We are in a war man!  There is no time for stupid questions.  I should have your hat for that,  snatch it right off of your head .  But I am feeling gracious today, so carry on before I report you."
Mulan,Shang,Male,Chinese,Chinese,Supporting,True,True,I don't understand.  My father should have been here.,I do not understand.  My father should have been here.
Mulan,Shang,Male,Chinese,Chinese,Supporting,True,True,"The Huns are moving quickly.  We'll make better time to the Imperial City through the Tung Shao Pass.  We're the only hope for the Emperor now.  Move out! [Mulan looks at the sword, takes out the doll she found and places the doll at the base of the sword.  She turns around and joins the rest of the troops marching on] [Cut to Mulan standing next to Khan saddled to the cart with cannons.  A cannon blast shoots out of the cart and explodes in the air.  The troops look surprised.  Mulan glances back with a scowl into the hole in the canopy of the cart to see Mushu with a sorrowful face.  Mushu points at Cri-Kee.  Shang charges up to Mulan on his horse, Chi Fu right behind]",The Huns are moving quickly.  We will make better time to the Imperial City through the Tung Shao Pass.  We are the only hope for the Emperor now.  Move out!
Mulan,Shang,Male,Chinese,Chinese,Supporting,True,True,You just gave away our position.  Now we're--[an arrow hits Shang in the shoulder as he falls to the ground.  Shang pulls out the arrow]   Get out of range!! [The troops hurriedly run away as many arrows start falling all around them.  Mulan pulls Khan by the reins to hurry him up.  Fire arrows start hitting the cart with cannons attached to Khan.  The cart begins to blaze with fire],You just gave away our position.  Now we are--   Get out of range!!
