Film Title,Character,Gender,Race/Ethnicity,Culture,Role,Marginalized,POC,Dialogue,Cleaned Dialogue,Sentiment Scores,Compound Score,Sentiment
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,"Remember, the doctor said three cups of tea in the morning--","Remember, the doctor said three cups of tea in the morning--","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Mulan,Fa Zhou,Male,Chinese,Chinese,Supporting,True,True,Mulan--,Mulan--,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,And three at night.,And three at night.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Mulan,Fa Zhou,Male,Chinese,Chinese,Supporting,True,True,"Mulan, you should already be in town.  We're counting on you to up--","Mulan, you should already be in town.  We are counting on you to up--","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,--uphold the family honor.  Don't worry father.  I wont let you down. Wish me luck.,#NAME?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Mulan,Fa Zhou,Male,Chinese,Chinese,Supporting,True,True,Hurry!   I'm going to...pray some more.,Hurry!   I am going to...pray some more.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Mulan,Fa Li,Female,Chinese,Chinese,Supporting,True,True,Of all days to be late.  I should have prayed to the ancestors for luck.,Of all days to be late.  I should have prayed to the ancestors for luck.,"{'neg': 0.0, 'neu': 0.812, 'pos': 0.188, 'compound': 0.4588}",0.4588,Positive 😊
Mulan,Grandmother Fa,Female,Chinese,Chinese,Supporting,True,True,"How lucky can they be, they're dead.  Besides,  I've got all the luck we'll need.  [Speaking to Cri-Kee]  This is your chance to prove yourself.  [Cri-Kee chirps approvingly. Grandma Fa covers her eyes steps into a busy street]","How lucky can they be, they are dead.  Besides,  I have got all the luck we will need.    This is your chance to prove yourself.","{'neg': 0.134, 'neu': 0.623, 'pos': 0.243, 'compound': 0.3612}",0.3612,Positive 😊
Mulan,Fa Li,Female,Chinese,Chinese,Supporting,True,True,"Grandma No! [The traffic barely misses Grandma Fa as she crosses the busy street.  But two horse and carriage collide causing a big accident.  She arrives at the other side of the street, uncovers here eyes and looks at Cri-Kee]",Grandma No!,"{'neg': 0.714, 'neu': 0.286, 'pos': 0.0, 'compound': -0.3595}",-0.3595,Negative 😡
Mulan,Grandmother Fa,Female,Chinese,Chinese,Supporting,True,True,"Yep, this cricket's a lucky one. [Cri-Kee falls over out of fright]","Yep, this cricket's a lucky one.","{'neg': 0.0, 'neu': 0.375, 'pos': 0.625, 'compound': 0.6124}",0.6124,Positive 😊
Mulan,Fa Li,Female,Chinese,Chinese,Supporting,True,True,Hai. [Mulan arrives on Khan jumping over the recent accident in the street and jumps off with hay stuck in her hair],Hai.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,I'm here.   What?  But Mama I had to--,I am here.   What?  But Mama I had to--,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Mulan,Fa Li,Female,Chinese,Chinese,Supporting,True,True,None of your 'xcuses.  Now let's get you cleaned up. [They walk together into the preparation area],None of your 'xcuses.  Now let us get you cleaned up.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,It's freezing.,It is freezing.,"{'neg': 0.412, 'neu': 0.588, 'pos': 0.0, 'compound': -0.1027}",-0.1027,Negative 😡
Mulan,Fa Li,Female,Chinese,Chinese,Supporting,True,True,It would have been warm if you were here on time.,It would have been warm if you were here on time.,"{'neg': 0.0, 'neu': 0.84, 'pos': 0.16, 'compound': 0.2263}",0.2263,Positive 😊
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,"Ahh, notes, in case I forget something?","Ahh, notes, in case I forget something?","{'neg': 0.275, 'neu': 0.725, 'pos': 0.0, 'compound': -0.2263}",-0.2263,Negative 😡
Mulan,Grandmother Fa,Female,Chinese,Chinese,Supporting,True,True,"Here, hold this .  We'll need more luck than I thought.","Here, hold this .  We will need more luck than I thought.","{'neg': 0.0, 'neu': 0.732, 'pos': 0.268, 'compound': 0.5095}",0.5095,Positive 😊
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,huh.,huh.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Mulan,Fa Li,Female,Chinese,Chinese,Supporting,True,True,"There, you're ready.","There, you are ready.","{'neg': 0.0, 'neu': 0.545, 'pos': 0.455, 'compound': 0.3612}",0.3612,Positive 😊
Mulan,Grandmother Fa,Female,Chinese,Chinese,Supporting,True,True,Not yet! An apple for serenity [putting an apple in Mulan's mouth]...A pendant for balance [places a yin-yang pendant under her sash] Beads of jade for beauty You must proudly show it Now add a cricket just for luck [putting the cage with Cri-Kee under Mulan's sash in the back.  Cri-Kee doesn't look pleased] And even you can't blow it,Not yet! An apple for serenity ...A pendant for balance  Beads of jade for beauty You must proudly show it Now add a cricket just for luck  And even you cannot blow it,"{'neg': 0.0, 'neu': 0.731, 'pos': 0.269, 'compound': 0.8932}",0.8932,Positive 😊
Mulan,Matchmaker,Female,Chinese,Chinese,Supporting,True,True,Fa Mulan,Fa Mulan,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,Present.,Present.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Mulan,Matchmaker,Female,Chinese,Chinese,Supporting,True,True,Speaking without permission.,Speaking without permission.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,Oops.,Oops.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Mulan,Grandmother Fa,Female,Chinese,Chinese,Supporting,True,True,Who spit in her bean curd? [Mulan walks into the Matchmaker's building with the Matchmaker following behind and closing the door],Who spit in her bean curd?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Mulan,Matchmaker,Female,Chinese,Chinese,Supporting,True,True,"Huh, Hmm, too skinny.  [Cri-Kee escapes from his cage.  Mulan struggles to catch him] Hmph, not good for bearing sons. Recite the final admonition.","Huh, Hmm, too skinny.   Hmph, not good for bearing sons. Recite the final admonition.","{'neg': 0.156, 'neu': 0.844, 'pos': 0.0, 'compound': -0.3412}",-0.3412,Negative 😡
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,Mmm-Hmm.  [Takes out fan and covers her mouth as she spits out Cri-Kee] Ptu,Mmm-Hmm.   Ptu,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Mulan,Matchmaker,Female,Chinese,Chinese,Supporting,True,True,Well...,Well...,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,"Fulfill your duties calmly and re...f--[looking at her arm with smeared writing] spectfully.  Reflect before you snack [surprised, Mulan looks at her arm again] act.   This shall bring you honor and glory.   Huh. Matchmaker [snatches the fan and looks at it on both sides looking for notes not finding any.  Mulan smiles big when Matchmaker looks at her.  Matchmaker grabs Mulan's right arm pulling her along while smearing the writing and leaving some ink on her hand]  Hmmm, this way.  Now, pour the tea  [Pushing a teapot towards Mulan].  To please your future in-laws you must demonstrate a sense of dignity [Matchmaker smears ink around her mouth.  Mulan staring at Matchmaker pours some tea onto the table then notices her mistake and pours the tea into the cup] and refinement.  You must also be poised.  [Mulan notices Cri-kee in the tea-cup as Matchmaker takes the cup]","Fulfill your duties calmly and re...f-- spectfully.  Reflect before you snack  act.   This shall bring you honor and glory.   Huh. Matchmaker   Hmmm, this way.  Now, pour the tea  .  To please your future in-laws you must demonstrate a sense of dignity  and refinement.  You must also be poised.","{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.9509}",0.9509,Positive 😊
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,"Um, pardon me.","Um, pardon me.","{'neg': 0.0, 'neu': 0.465, 'pos': 0.535, 'compound': 0.3182}",0.3182,Positive 😊
Mulan,Matchmaker,Female,Chinese,Chinese,Supporting,True,True,And silent!,And silent!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,Could I just take that back...one moment. [They struggle for the teacup and it turns over on Matchmaker and Cri-kee jumps down matchmaker's dress],Could I just take that back...one moment.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Mulan,Matchmaker,Female,Chinese,Chinese,Supporting,True,True,"Why you clumsy--[Matchmaker feels Cri-Kee in her dress and dances around]  Wooo, woooo, wooooooo, [Matchmaker knocks over her pot of coals, and sits down on the coals.  Matchmaker jumps around screaming]  Ahhhhhhhhhhh [Mulan grabs her fan and briskly fans the charred area on Matchmaker's behind causing it to flame up.  Mulan looks surprised about her mistake] [Cut to outside Matchmakers building showing Grandma Fa with much noise coming from Matchmaker's building]","Why you clumsy--  Wooo, woooo, wooooooo,   Ahhhhhhhhhhh","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Mulan,Grandmother Fa,Female,Chinese,Chinese,Supporting,True,True,"I think it's going well, don't you?","I think it is going well, do not you?","{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.2732}",0.2732,Positive 😊
Mulan,Matchmaker,Female,Chinese,Chinese,Supporting,True,True,"Put it out! Put it out! Put it out! [Mulan takes the teapot, throws the tea on Matchmaker and puts out the fire.  She bows, hands the teapot back to Matchmaker and covers her face as she walks toward Fa Li and Grandma Fa]   You are a disgrace! You may look like a bride, but you will never bring your family honor! [Cut to Mulan walking through the gate with her home leading khan.  She looks sorrowful.  Fa Zhou sees his daughter and smiles.  Mulan sees her father's smile.  She covers her face with Khan's head and leads him to the water trough]","Put it out! Put it out! Put it out!    You are a disgrace! You may look like a bride, but you will never bring your family honor!","{'neg': 0.067, 'neu': 0.702, 'pos': 0.23, 'compound': 0.7284}",0.7284,Positive 😊
Mulan,Fa Zhou,Male,Chinese,Chinese,Supporting,True,True,"My, my, what beautiful blossoms we have this year [looking up into the blossom tree].  But look, this one's late.  But, I'll bet that when it blooms, it will be the most beautiful of all.  [Mulan and Fa Zhou share smiles.  Drums start pounding announcing the arrival of Chi Fu and two guards on horseback]","My, my, what beautiful blossoms we have this year .  But look, this one's late.  But, I will bet that when it blooms, it will be the most beautiful of all.","{'neg': 0.0, 'neu': 0.776, 'pos': 0.224, 'compound': 0.8316}",0.8316,Positive 😊
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,What is it? [Fa Zhou gets up and walks to the entrance of their house with Mulan following],What is it?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Mulan,Fa Li,Female,Chinese,Chinese,Supporting,True,True,"Mulan, stay inside. [Grandma Fa clears her throat catching Mulan's attention and motions inside. Mulan spies the railing near the wall and climbs up to watch over the roof]","Mulan, stay inside.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Mulan,Chi-Fu,Male,Chinese,Chinese,Supporting,True,True,Citizens  I bring you a proclamation from the Imperial City:  the Huns have invaded China!,Citizens  I bring you a proclamation from the Imperial City:  the Huns have invaded China!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Mulan,Chi-Fu,Male,Chinese,Chinese,Supporting,True,True,"By order of the Emperor, one man from every family must serve in the Imperial Army.  The Xiao family [a family member steps up, bows to the guard and takes the conscription notice from the guard].  The Yi family. Yi's Son :  I will serve the Emperor in my father's place.","By order of the Emperor, one man from every family must serve in the Imperial Army.  The Xiao family .  The Yi family. Yi's Son :  I will serve the Emperor in my father's place.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Mulan,Chi-Fu,Male,Chinese,Chinese,Supporting,True,True,The Fa Family.,The Fa Family.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,No. [Fa Zhou gives his cane to Fa Li and walks toward Chi Fu.  Fa Zhou bows before the horsemen],No.,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative 😡
Mulan,Fa Zhou,Male,Chinese,Chinese,Supporting,True,True,"I am ready to serve the Emperor.  [Fa Zhou reaches for the conscription notice] Mulan [running outside to keep her father from taking the conscription notice]:  Father, you can't go.","I am ready to serve the Emperor.   Mulan :  Father, you cannot go.","{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.3612}",0.3612,Positive 😊
Mulan,Fa Zhou,Male,Chinese,Chinese,Supporting,True,True,Mulan!,Mulan!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,"Please sir, my father has already fought bravely--","Please sir, my father has already fought bravely--","{'neg': 0.217, 'neu': 0.566, 'pos': 0.217, 'compound': 0.0}",0.0,Neutral 😐
Mulan,Chi-Fu,Male,Chinese,Chinese,Supporting,True,True,Silence!  You would do well to teach your daughter to hold her tongue in a man's presence.,Silence!  You would do well to teach your daughter to hold her tongue in a man's presence.,"{'neg': 0.0, 'neu': 0.862, 'pos': 0.138, 'compound': 0.3382}",0.3382,Positive 😊
Mulan,Fa Zhou,Male,Chinese,Chinese,Supporting,True,True,"Mulan, you dishonor me.","Mulan, you dishonor me.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Mulan,Chi-Fu,Male,Chinese,Chinese,Supporting,True,True,Report tomorrow at the Wu Shu camp.,Report tomorrow at the Wu Shu camp.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Mulan,Fa Zhou,Male,Chinese,Chinese,Supporting,True,True,"Yes, sir. [Fa Zhou walks back into the homestead refusing to take his cane from Fa Li]","Yes, sir.","{'neg': 0.0, 'neu': 0.27, 'pos': 0.73, 'compound': 0.4019}",0.4019,Positive 😊
Mulan,Chi-Fu,Male,Chinese,Chinese,Supporting,True,True,"The Chu family.  The Wen family. The Chang family.  The... [Cut to Fa Zhou in his armory at night.  Fa Zhou takes out his sword and practices his stances.  Whan he balances on his right leg, his leg injury acts up and he falls.  Unbeknownst to her father, Mulan watches in horror.  She breathes heavily] [Cut to dinner.  The Fa Zhou, Grandma Fa, Fa Li, and Mulan eat in silence. Thunder can be heard and lightning can be seen through the opaque window. Mulan pours the tea for her family.  She slams her teacup down on the table and stands up]",The Chu family.  The Wen family. The Chang family.  The...,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,You shouldn't have to go.,You should not have to go.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Mulan,Fa Li,Female,Chinese,Chinese,Supporting,True,True,Mulan!,Mulan!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,There are plenty of young men to fight for China.,There are plenty of young men to fight for China.,"{'neg': 0.224, 'neu': 0.776, 'pos': 0.0, 'compound': -0.3818}",-0.3818,Negative 😡
Mulan,Fa Zhou,Male,Chinese,Chinese,Supporting,True,True,It is an honor to protect my country and my family.,It is an honor to protect my country and my family.,"{'neg': 0.0, 'neu': 0.608, 'pos': 0.392, 'compound': 0.7003}",0.7003,Positive 😊
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,So you'll die for honor!,So you will die for honor!,"{'neg': 0.382, 'neu': 0.343, 'pos': 0.275, 'compound': -0.3084}",-0.3084,Negative 😡
Mulan,Fa Zhou,Male,Chinese,Chinese,Supporting,True,True,I will DIE doing what's right.,I will DIE doing what is right.,"{'neg': 0.481, 'neu': 0.519, 'pos': 0.0, 'compound': -0.6841}",-0.6841,Negative 😡
Mulan,Mulan,Female,Chinese,Chinese,Protagonist,True,True,But if you--,But if you--,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Mulan,Fa Zhou,Male,Chinese,Chinese,Supporting,True,True,"I know my place, it is time you learned yours. [Mulan looking like she's about to cry, turn away from Fa Zhou and runs outside into the rain storm and cries] [Cut to Mulan sitting at the base of the Great Stone Dragon in the rain. Mulan looks down to see her reflection in the puddle caused by the rain. She watches her parents in the bedroom.  Fa Li turns away from Fa Zhou and walks out of site.  Fa Zhou blows out the light.  Mulan gets up and walks to the Fa Family Temple.  Mulan's image reflects off the stone tablets as she lights incense and places it in the hanging encense holder.  She bows and prays to her ancestors. Getting up, Mulan hurries down the steps.  Cri-Kee sees her and hops down from above and follows her.  Mulan goes to her parent's bedroom and takes the conscription notice replacing it with the hair comb her mother gave to her.  She pauses to give her parents a loving, sorrowful look and hurries out.  Cut to Mulan in the armory.  She opens the cabinet with the armor. Using her father's sword, she cuts her hair short and ties it up above her head.  She finishes putting on the armor and ties it in the front.  She takes the sword and places it in the scabbard to her left.  Cut to Mulan in the stable doorway.  Khan rears back in fright at the sight of Mulan.  Mulan goes forward and comforts Khan letting him know her identity.  Mulan walks Khan out of the stable, Cri-Kee watches from the ground as she passes by.  Mulan takes one sorrowful glance back at her parents bedroom and rides Khan through the gate and off to camp.] [Cut to the face of a statue in the Fa Family Temple.  The eyes glow.  Cut to Grandma Fa.  She wakes up with a start rising in bed.  Cut to Grandma Fa walking into Fa Li and Fa Zhou's bedroom, both are in bed]","I know my place, it is time you learned yours.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Mulan,Grandmother Fa,Female,Chinese,Chinese,Supporting,True,True,Mulan is gone.,Mulan is gone.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Mulan,Fa Zhou,Male,Chinese,Chinese,Supporting,True,True,What?  It can't be.  [Fa Zhou looks at his night stand and notices the hair comb in place of his conscription notice.  He checks the cabinet and sees his armor is gone.  He hurries outside]   Mulan! No.,What?  It cannot be.     Mulan! No.,"{'neg': 0.0, 'neu': 0.696, 'pos': 0.304, 'compound': 0.2914}",0.2914,Positive 😊
Mulan,Fa Li,Female,Chinese,Chinese,Supporting,True,True,You must go after her.  She could be killed!,You must go after her.  She could be killed!,"{'neg': 0.375, 'neu': 0.625, 'pos': 0.0, 'compound': -0.6996}",-0.6996,Negative 😡
Mulan,Fa Zhou,Male,Chinese,Chinese,Supporting,True,True,"If I reveal her, she will be.","If I reveal her, she will be.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Mulan,Grandmother Fa,Female,Chinese,Chinese,Supporting,True,True,"Ancestors, hear our prayer: Watch over Mulan. [Cut to the Fa Family Temple.  A wind blows out the incense at the base of the center stone.  The center stone begins to glow as First Ancestor comes to life]","Ancestors, hear our prayer: Watch over Mulan.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Mulan,First Ancestor,Male,Spiritual Entity,Chinese,Supporting,False,False,"Mushu, awaken! [Mushu comes to life and falls to the ground flat on his back all being obscured by smoke]","Mushu, awaken!","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,I live!  So tell me what mortal needs my protection Great Ancestor.  You just say the word and I'm there.,I live!  So tell me what mortal needs my protection Great Ancestor.  You just say the word and I am there.,"{'neg': 0.0, 'neu': 0.804, 'pos': 0.196, 'compound': 0.6588}",0.6588,Positive 😊
Mulan,First Ancestor,Male,Spiritual Entity,Chinese,Supporting,False,False,Mushu!,Mushu!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,"Hey, let me say something. Anybody who is foolish enough to threaten our family, vengeance will be MINE.  Hrrrrr.","Hey, let me say something. Anybody who is foolish enough to threaten our family, vengeance will be MINE.  Hrrrrr.","{'neg': 0.217, 'neu': 0.783, 'pos': 0.0, 'compound': -0.5719}",-0.5719,Negative 😡
Mulan,First Ancestor,Male,Spiritual Entity,Chinese,Supporting,False,False,Mushu!  These are the family guardians . They...,Mushu!  These are the family guardians . They...,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Mulan,Mushu,Male,Mythical Creature,Chinese,Supporting,False,False,Protect the family.,Protect the family.,"{'neg': 0.0, 'neu': 0.435, 'pos': 0.565, 'compound': 0.3818}",0.3818,Positive 😊
